baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YBL001C	47.321850382383	-1.83334479003134	0.421999433758702	-4.34442476309019	1.39641090836804e-05	0.000482414761293765
YBL003C	313.74063660984	-1.53996545236792	0.523094683538045	-2.94395164170297	0.00324050628325613	0.0390977667643114
YBL004W	214.34868208078	0.565581136372982	0.294675704408765	1.91933412870858	0.0549420614717005	0.285532228557474
YBL005W	15.2937601482871	0.231807027910343	0.548418095208661	0.422683040431307	0.672526530949832	0.91279604342032
YBL006C	25.4539546482898	-0.0247851733452867	0.475627984678865	-0.052110418528088	0.958440711461807	0.992627844820117
YBL007C	189.975606699151	-0.377209351682044	0.283729592049223	-1.32946778289028	0.183693687959533	0.569047545472494
YBL008W	16.3614446123648	-0.591883477903468	0.528521522638905	-1.11988528858427	0.262762648152599	0.649270300329198
YBL009W	27.9817088862785	1.00423744783532	0.48271093100014	2.08041165704413	0.0374877909612421	0.225898648427246
YBL010C	11.0967590513279	-0.0590727241137392	0.580346661222159	-0.101788686074867	0.918924406208288	0.984679136578984
YBL011W	47.8291738803739	0.369424547038384	0.395378851434832	0.934355860708636	0.35012035827971	0.730804500343718
YBL013W	7.283047025474	0.128009747463016	0.634247183720452	0.201829429832261	0.840050073297042	0.961143781742292
YBL014C	7.91890596206134	1.23917209693527	0.627297638520333	1.97541329799714	0.0482212649272185	0.265244575235399
YBL015W	30.2580664388655	0.0714264616787206	0.456623820578513	0.156422986405369	0.875699619656177	0.971830268913557
YBL016W	0.509220231559938	-0.240841563904886	0.388012945619253	-0.620704970347092	0.534793758530773	NA
YBL017C	162.714789712428	-0.404502164736923	0.288961833846424	-1.39984633732601	0.161559338462752	0.527043439740582
YBL018C	9.22567033490902	-0.120367533263958	0.607167746172112	-0.198244280963234	0.842853943730058	0.961698659406121
YBL019W	10.4278006935041	0.29079355263796	0.590022396386234	0.492851719560158	0.62211736347725	0.889903955739575
YBL020W	40.6766938522564	0.426710131610583	0.410919405318419	1.03842779408271	0.299070935304139	0.692448713274097
YBL021C	4.46236918227897	-0.500381478010763	0.650081056135782	-0.769721672840516	0.441465011127311	0.797853257306358
YBL022C	153.131168970945	-0.306873150136015	0.290154841094239	-1.05761857695956	0.290229369722113	0.679564127869687
YBL023C	43.7034900628592	0.187261127232627	0.402270175398858	0.465510839939736	0.641565676013454	0.899694988186191
YBL024W	195.115903322118	0.440914335064578	0.290837446895727	1.51601638568454	0.129515209173783	0.470432631761866
YBL025W	5.62284108873834	0.0073724612616749	0.641197322115029	0.0114979601557854	0.990826157246474	0.997274266052371
YBL026W	17.0072455483346	0.258553442459731	0.525526198692245	0.491989634585551	0.622726671184501	0.890356964271768
YBL027W	1518.74056871518	-0.142656718483211	0.284598637333313	-0.501255802978901	0.616191105864698	0.887241286465451
YBL028C	29.1532950646924	0.494329906969909	0.477882341613985	1.03441760434247	0.300940977973225	0.694768546263186
YBL029C-A	6.31385124551595	-0.827894560431011	0.637683925459756	-1.2982835655362	0.194189911625375	0.581784928199149
YBL029W	20.1884506330933	0.671818653884514	0.540019485631178	1.24406372688439	0.213476109715295	0.607653988650175
YBL030C	643.475466402497	0.293627938522364	0.288067116535423	1.01930391102539	0.308058707819073	0.698228835823678
YBL031W	9.65245639055495	0.152826393769574	0.609330816569362	0.250810216082642	0.801960842701734	0.95455252255755
YBL032W	101.219352424252	-0.740184601703457	0.344973007332222	-2.14563048694019	0.0319024711139676	0.203447099985754
YBL033C	22.7343824112684	-0.135664835355496	0.509713501477508	-0.266158999049944	0.790116758417731	0.951988089284305
YBL042C	56.1439856766206	-0.238121607774822	0.373975798618485	-0.636729993369823	0.524300733219609	0.839954976506815
YBL043W	1.84372092299158	0.862276379602954	0.573341155704441	1.50394991014296	0.132594264538997	NA
YBL044W	0	NA	NA	NA	NA	NA
YBL045C	211.569955802366	0.300618517666542	0.28306610992963	1.06200815682695	0.288231982214933	0.678475479703975
YBL046W	12.7943503443302	-0.304862117024744	0.565299778178418	-0.539292829739133	0.589684815592226	0.877942896240798
YBL047C	264.783174228392	-0.39971479610852	0.274449214899077	-1.45642535816875	0.145275069755611	0.501609739089937
YBL049W	0.534282051256311	-0.0147333441111434	0.42875946768614	-0.0343627260073204	0.972587906243859	NA
YBL050W	54.1049274961324	-1.11413607089003	0.428591629566264	-2.59952830160855	0.00933519803737795	0.0842624454426484
YBL051C	79.8751357362557	-0.158709961986921	0.362142280654072	-0.438253058163417	0.66120285022777	0.90915863742855
YBL052C	6.20598805649024	-0.0973931345507838	0.63413404496993	-0.153584459505564	0.87793739106309	0.972894876024232
YBL054W	32.0081821171499	1.31348255455015	0.471775823060129	2.78412434539432	0.00536724534270239	0.057918004799229
YBL056W	112.413286041777	0.198959500389338	0.312296056302134	0.637086176319987	0.524068712379951	0.839954976506815
YBL057C	31.8131042602525	0.415249551287629	0.451399456788663	0.919915930430641	0.357616693381342	0.737028052196225
YBL058W	128.174080391825	-0.115521991610685	0.30690294429174	-0.376412132106723	0.706610527991148	0.922222306693356
YBL059C-A	11.6008603298286	-0.146693372887146	0.574714151351463	-0.255245799224172	0.798533259567876	0.953290055496902
YBL059W	7.47435380786461	-0.418370051245396	0.627907226248745	-0.666292779818494	0.50522397967735	0.831990929496103
YBL060W	10.3860882358638	-0.526632294779483	0.586225388894314	-0.898344399195623	0.369001968933307	0.742820968291806
YBL061C	31.545683091781	0.60365140996758	0.446867779793173	1.35085015582679	0.176743437698504	0.557995871632334
YBL063W	16.6602997248428	-0.429220577550096	0.537247556790357	-0.798925136327023	0.424333822728344	0.784925272807498
YBL064C	69.4520012908585	0.985179807101056	0.360040240354308	2.73630471452736	0.00621334616122787	0.0637531800560176
YBL065W	0	NA	NA	NA	NA	NA
YBL066C	10.8131035766443	0.623496873647981	0.587922408704556	1.06050877533621	0.288913199863033	0.679412921519237
YBL067C	27.0906809279056	-0.370375448084085	0.474158742591717	-0.781121204387459	0.434731211621341	0.79321707148268
YBL068W	71.1566223143677	0.551815697796962	0.35628180584063	1.54881806690908	0.121425461170132	0.457321619246254
YBL069W	32.8962049070081	0.269398273123003	0.447209453866913	0.602398430519705	0.54690895448301	0.855957877765659
YBL070C	0.206009566513636	0.043012906697166	0.325667204771409	0.132076260879131	0.894923972474337	NA
YBL071C	0	NA	NA	NA	NA	NA
YBL071W-A	12.0992481039811	-0.860245181651769	0.597533441577798	-1.43966031320402	0.149963526739959	0.511199282425486
YBL072C	1723.70309645103	0.337196131262142	0.253259482921949	1.3314254904566	0.183049046618003	0.56886191671296
YBL074C	4.56950814387377	-0.49150407249561	0.649524442930403	-0.756713743178214	0.44922137936852	0.799750896863997
YBL075C	0.360940478430676	0.148815715428174	0.378979558760547	0.392674781497122	0.69455969901732	NA
YBL076C	1018.27277485142	-0.162625111807002	0.257275667776561	-0.632104517354665	0.527318583576584	0.842125798722852
YBL078C	6.09339605404012	-0.53879542112678	0.637670877742394	-0.844942806600056	0.398142772645528	0.767515694196638
YBL079W	113.95399391974	0.392663676350434	0.312789912154101	1.25535914392591	0.209348413765868	0.60024616321775
YBL080C	14.2714751769462	0.767378580844349	0.564496121372621	1.35940452341533	0.174018438522401	0.552669670492439
YBL081W	28.1550041323249	0.687706397056119	0.464616790549581	1.48015829613616	0.138831007028862	0.491009222603224
YBL082C	26.9218832663758	-0.18364777607661	0.475329719668829	-0.386358707392756	0.699231027109858	0.918319957701583
YBL084C	19.9609816494601	-0.371125949575862	0.517151683094905	-0.717634616124328	0.472982607875337	0.810875574086887
YBL085W	37.8204757119789	0.229819437217234	0.418484637755303	0.549170546498327	0.582888415262673	0.873301172274453
YBL086C	18.2587233129223	-0.0672237727300242	0.515908640572481	-0.130301699648661	0.896327735410415	0.978136453432205
YBL087C	398.261325112257	0.235935048050606	0.271996241665706	0.867420250389268	0.38571179032359	0.757231405206
YBL088C	9.92170987343806	-0.0541768625184623	0.606574396966339	-0.0893161049813792	0.928830695298013	0.987953212764835
YBL089W	12.8871799018848	0.413082496142206	0.578695089759114	0.713817178428374	0.475340235827398	0.812908019426507
YBL090W	22.3078826946264	-0.00873137292132828	0.486446064399621	-0.0179493135217461	0.985679288837454	0.996260144179636
YBL091C	85.7272493887627	-0.0570790767155097	0.338822544202744	-0.16846304265207	0.866219015804532	0.967120138082624
YBL091C-A	4.60389608645479	-0.122821345526108	0.648534944241432	-0.189382772072163	0.849792826036843	0.963566741588883
YBL092W	1864.15956601965	0.10349171406539	0.22655015826175	0.45681589833991	0.64780337755577	0.902582849492392
YBL093C	19.9117492108543	-0.495722188259082	0.502007536633026	-0.987479573681106	0.323407591715702	0.709133906583927
YBL095W	7.373783452906	0.625156828856465	0.632210630984174	0.988842639174341	0.322740138739108	0.708641127674987
YBL097W	18.5400475564911	-0.289345824337456	0.513463172777436	-0.56351816386815	0.573082095067948	0.86947802868441
YBL098W	26.1231799783578	0.817560626466609	0.479030443931349	1.70669868026963	0.0878780726463821	0.382444341468199
YBL099W	691.403089182353	0.016686771599111	0.290836713831905	0.0573750520670353	0.954246435823577	0.991975134177887
YBL101C	28.502386629625	-0.479810673703885	0.481911717083774	-0.995640190297503	0.319424999838457	0.705499344245622
YBL102W	22.9623036804825	-0.85001216618762	0.504111359784173	-1.68615951553153	0.0917650792500073	0.392947889520388
YBL103C	14.346711048696	-0.295603834849201	0.555282273561267	-0.532348769128475	0.59448446058956	0.878103469625059
YBL104C	26.5418566405306	-0.00865172280438674	0.478952558809288	-0.0180638408653575	0.985587924051361	0.996260144179636
YBL106C	5.47800017255595	-0.82310273275056	0.644482111291453	-1.27715373061508	0.201547978551985	0.588348567177283
YBL107C	19.7519403615804	0.159309902294202	0.518792136385249	0.307078483116985	0.758783634979374	0.943044637582002
YBL109W	0	NA	NA	NA	NA	NA
YBL113C	0.084257856751374	0.188475321383828	0.328968360953434	0.572928414263241	0.56669316472715	NA
YBR001C	49.8503942995901	0.202264513127935	0.386095895248715	0.523871182307287	0.600368139616379	0.880026802941958
YBR002C	23.9220213113887	0.994840148459207	0.488471792939655	2.0366378628993	0.0416863455677335	0.241469036690297
YBR003W	46.8463289891796	-0.617073278337553	0.400037504572013	-1.54253856522213	0.122942773900146	0.461227500209765
YBR004C	22.284592101328	0.597274445660728	0.495871255604085	1.2044949952445	0.22839831528798	0.622371005164777
YBR005W	14.166147341212	0.64881076570277	0.560673149606595	1.15719963789602	0.247190805656649	0.639227469200958
YBR006W	15.8681234335861	-0.0120748338674056	0.532446971487189	-0.0226780027195556	0.981907122609948	0.996188424793055
YBR007C	15.2322524613199	0.0286134468804196	0.540927978892	0.0528969622518499	0.957814004781494	0.992627844820117
YBR008C	10.8190375770896	2.02665663691163	0.615983022197829	3.29011768811504	0.001001454874729	0.016397150298431
YBR010W	520.973955166005	-1.22235126107308	0.325061361771509	-3.76037082479306	0.000169661667409408	0.00403324419257416
YBR011C	950.737949773355	-0.295473751008163	0.251255612667036	-1.1759886590065	0.23959940800292	0.631226889654691
YBR012C	0.251300198078484	-0.15861638075247	0.317424330439362	-0.499698244721573	0.617287568619833	NA
YBR013C	2.1684189346048	-0.148703819558787	0.621687716458022	-0.239193755356798	0.810955344650728	0.957027183198073
YBR014C	36.1340950576848	-0.430230960416948	0.432074449068849	-0.995733400445516	0.31937969702444	0.705499344245622
YBR015C	168.411576014898	0.0839734397578657	0.284789254874842	0.294861685686737	0.768099541702105	0.944778176038297
YBR016W	25.8506288289721	-0.0496858289385026	0.488955066672864	-0.101616349487068	0.919061201613288	0.984679136578984
YBR017C	155.855373483162	0.297281516752108	0.291923875158958	1.0183528722693	0.308510290200426	0.698228835823678
YBR018C	1.4437619137227	0.777380567472088	0.559714801190054	1.38888692208825	0.164867137913308	NA
YBR019C	0.924057133896828	-0.0524686194120733	0.500309021563524	-0.104872423143806	0.916477041419772	NA
YBR020W	0.245268114024722	-0.155008994556528	0.317298060512213	-0.488528024111769	0.625175880744259	NA
YBR022W	7.55321241748727	-1.61598632507882	0.628942699085137	-2.56936971751073	0.0101883693773556	0.0901004599448651
YBR023C	95.4039168852694	0.644891940399814	0.329451912101783	1.9574691076632	0.0502923403740744	0.269241471158925
YBR024W	11.3092797570351	-0.288133737507117	0.588620761581008	-0.489506582698856	0.624483095322236	0.891164286400409
YBR025C	815.022707983933	0.284712527351133	0.237296313448908	1.19981858636179	0.230209804110042	0.622765546882831
YBR026C	37.4818192817005	-2.28188683133955	0.448819239770174	-5.08420011697367	3.69178545339692e-07	2.03769583301288e-05
YBR028C	17.7442783997778	-0.423121660366513	0.52290128614991	-0.80918076044894	0.41841117988098	0.781427791868727
YBR029C	88.474296013221	0.383368496659399	0.356790283829141	1.07449253534882	0.282601988602569	0.672199765694505
YBR030W	23.5451764489879	0.877509682804718	0.490835736982143	1.78778686368683	0.0738104010362769	0.343447234279265
YBR031W	5352.34600833527	-0.23981162530184	0.277962518413342	-0.862748066432576	0.388275998523463	0.760311399054381
YBR032W	0	NA	NA	NA	NA	NA
YBR033W	2.23463043254414	-0.939934058030565	0.611439504329331	-1.53724784116059	0.124232628912096	0.462453553516191
YBR034C	135.35206256466	0.953679899929921	0.30399384989945	3.13716840075996	0.0017058811648672	0.0241313627338693
YBR035C	67.1622457020477	-1.14277768164278	0.358709369934817	-3.18580382176925	0.00144352445423195	0.0214606948273122
YBR036C	143.630108873502	-0.30519666065329	0.301477097655083	-1.01233779622777	0.31137656902423	0.699626854360318
YBR037C	25.3894051400748	0.0446614735582543	0.469112826213003	0.0952041194839887	0.924152697977065	0.987193752032973
YBR038W	108.724584202151	0.284178025406316	0.315315779025044	0.901248983748907	0.36745595199456	0.742820968291806
YBR039W	156.40844062205	0.249303726514807	0.290455292288213	0.858320482132678	0.390715522545551	0.761531193042866
YBR040W	0.649300529444643	0.28630879885334	0.42706466795629	0.670410877639363	0.502595902320871	NA
YBR041W	71.4155106207367	-0.456469423297737	0.351698714063741	-1.29789903984411	0.194322030058729	0.581784928199149
YBR042C	39.8453538054672	-0.0308368135084283	0.419319710272036	-0.073540100198063	0.941376335101278	0.989431305998305
YBR043C	8.40322595458894	0.718692780015349	0.621572540452247	1.15624924404228	0.247579222625848	0.639227469200958
YBR044C	12.6253793923952	-0.0700171531082527	0.562180803881965	-0.124545613483725	0.900883287158684	0.980031324759248
YBR045C	5.21367904781986	0.867875126529343	0.647041481079201	1.3412975085953	0.17982387838449	0.563172168249264
YBR046C	25.0609220161927	-2.11986462982865	0.491913128424517	-4.30942885508683	1.63676701247502e-05	0.000553503886894721
YBR047W	4.17842528879801	-0.496339252472505	0.650265813784078	-0.763286708221933	0.445292427278596	0.799543527368623
YBR050C	0.782335291459486	-0.516887569383741	0.462875639801901	-1.11668777731521	0.264127845708835	NA
YBR052C	31.1760964499256	-2.52634441746206	0.469910034642261	-5.37622998279947	7.60616257898048e-08	4.93697001267339e-06
YBR053C	16.2254465244465	-1.09854801925259	0.538921256355675	-2.03842028180751	0.0415079196725182	0.240923652744849
YBR054W	38.7278715885815	-3.27795088642555	0.475233971822466	-6.89755169196973	5.29063948944053e-12	7.2587573795124e-10
YBR055C	22.2086092407096	-0.492250405658195	0.495522920751322	-0.993395835074258	0.320517090481736	0.706127475047324
YBR056W	43.3925555990567	-1.08419822313826	0.41105610331428	-2.63759183818593	0.00834970131641108	0.0780063535435915
YBR057C	23.3731479797864	0.596380985404882	0.490357526408492	1.21621664456327	0.223902404792162	0.619284019132557
YBR058C	57.3768673104992	-0.349847735226428	0.398766753847078	-0.877324229894526	0.380310555196796	0.751998455835069
YBR058C-A	10.6688220558545	-0.556252349033401	0.601113966103623	-0.92536919852152	0.35477389506183	0.734320794865047
YBR059C	62.7717372709581	-0.245822147870765	0.360365217355733	-0.682147266249903	0.495145835553906	0.825908436909388
YBR060C	19.039077287889	0.618741962486737	0.521516547649711	1.18642824523054	0.235453222786766	0.627439720212014
YBR061C	44.0904648174214	1.09448527512059	0.411503848962279	2.65972062686811	0.00782054909069081	0.0748416376097098
YBR062C	5.82210009375384	-0.859810686082556	0.644665711984113	-1.33373106417632	0.182292010311508	0.567682382306006
YBR063C	0	NA	NA	NA	NA	NA
YBR065C	8.84833702788876	0.43303822614412	0.607479623645341	0.712844035073244	0.475942273339103	0.812908019426507
YBR066C	14.3164146435412	-1.62541356848991	0.561434466478409	-2.89510827271667	0.00379027772729206	0.0440838745752004
YBR067C	212.955078009021	-2.42011361685409	0.355031408805897	-6.81661835214478	9.32084440153788e-12	1.20969445449148e-09
YBR068C	178.895467249963	0.235944261315964	0.295628275408233	0.798111280086954	0.424805916065424	0.785187840241019
YBR069C	157.968551141029	-0.325465924225824	0.289956919821043	-1.12246303494566	0.26166561600938	0.649028041362108
YBR070C	6.02752739037588	0.275324435786195	0.637412638412326	0.431940660091046	0.665784541990831	0.911013477998349
YBR071W	37.3077442432637	0.695734239390472	0.431650177629598	1.61180111916341	0.107005224579631	0.425715897623354
YBR072W	7.73313624766926	-2.09438005650754	0.640628306307864	-3.26925931290499	0.00107829431129622	0.0172025557569583
YBR073W	15.7422369515599	0.798063792179131	0.54204895090886	1.47230944888097	0.140937332877533	0.494038888513416
YBR074W	92.5308679458365	-0.415283594318844	0.324730886357314	-1.2788546201358	0.200948255464252	0.588348567177283
YBR076W	0.534282051256311	-0.0147333441111434	0.42875946768614	-0.0343627260073204	0.972587906243859	NA
YBR077C	25.4056176126441	-0.606749542002977	0.471181144021279	-1.28772033792502	0.197843331291902	0.584543405220269
YBR079C	589.420137380451	0.390482179848572	0.254430104106697	1.53473261829434	0.12484952013364	0.462955517900957
YBR080C	116.990376158423	-0.206008023637873	0.306367633057381	-0.672420978619791	0.501315731093397	0.829869816186136
YBR081C	33.6857697507392	0.0315093854776027	0.437473264226248	0.0720258540446645	0.942581332728765	0.989431305998305
YBR082C	180.541633481531	0.349145154509158	0.284489644596998	1.22726841254187	0.219721723738557	0.615220826467959
YBR083W	7.45723918511089	2.08606653292934	0.644563648590512	3.23640114904247	0.00121047143203939	0.0185158358247387
YBR084C-A	1302.85220181489	0.157846419705973	0.247647096087405	0.637384496728613	0.523874424240178	0.839954976506815
YBR084W	292.950427179852	0.72240998917489	0.261621909171613	2.76127481625026	0.00575762058456856	0.0601045522763004
YBR085C-A	47.2451263198201	-1.8267477830807	0.414002627556436	-4.412406254189	1.0222806273279e-05	0.000371371707679107
YBR085W	15.6629823867645	1.4403578639857	0.556287099668024	2.58923470424762	0.00961895089007778	0.086015274067325
YBR086C	195.789714605432	-0.430853864492491	0.279547847735302	-1.54125266205039	0.123255305101462	0.462033284884985
YBR087W	42.0853987425266	-0.0324908883117675	0.406114765186621	-0.0800042034838035	0.936233912793069	0.987953212764835
YBR088C	133.602128173865	0.188608320847906	0.301985399932238	0.624561057886333	0.532259184946849	0.844649241941431
YBR089C-A	23.7870509567173	0.149102218476173	0.492673377033229	0.302639081847763	0.762164927307249	0.943273573035264
YBR090C	0	NA	NA	NA	NA	NA
YBR091C	12.8593573402762	0.613894896416053	0.570872111541264	1.07536326263799	0.282212122838476	0.672061037481632
YBR092C	85.0240040778423	-2.45280638368574	0.65056396567788	-3.77027704128977	0.000163066427677639	0.00389574619755236
YBR093C	366.96993405693	-1.46796340644041	0.269324502536962	-5.45053789244054	5.02177012207972e-08	3.49486088785896e-06
YBR094W	51.7221615113505	0.391163770677514	0.382688410244274	1.02214689602915	0.306711380259991	0.698022771567999
YBR095C	12.580349301493	-0.450627552312688	0.567412686044074	-0.794179551138349	0.427090911246222	0.786692186239018
YBR096W	51.8242962192044	-0.639772346139116	0.386094564710514	-1.65703536028487	0.0975123262959936	0.406118118710634
YBR097W	24.8474015950698	-0.168777002329654	0.470642270923845	-0.358609952306992	0.719886900514914	0.9274486188183
YBR098W	4.92508588623545	0.793252746124894	0.648406954497295	1.22338716545676	0.22118349863887	0.617833380292404
YBR101C	66.982459154593	0.350321626241492	0.358525888343047	0.977116681477392	0.328511390145766	0.713160802658214
