	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expression_lfc	logBaseMean
YJR107W	121.248026644	-1.26069997628	0.304436728446	-4.14109027749	3.45658871558e-05	0.000210179152773	-1.26069997628	2.08367467903
YJR109C	523.016909638	0.659541601555	0.207847462193	3.17320016611	0.00150768539693	0.00560970418735	0.659541601555	2.71851573025
YJR116W	114.277779406	-1.0856396224	0.314072706993	-3.45665063607	0.000546933425204	0.00235215988877	-1.0856396224	2.05796179278
YJR117W	845.283093597	0.529295941038	0.191616592012	2.76226570716	0.00574017431458	0.0175993161726	0.529295941038	2.92700218279
YJR121W	2286.05133695	0.654384603475	0.173312971821	3.77573932637	0.000159533763825	0.000798550221135	0.654384603475	3.35908597895
YJR123W	16526.7395983	0.382437180646	0.164205654764	2.329013463	0.019858352494	0.0506332102053	0.382437180646	4.21818718423
YJR127C	335.096165395	-1.83693760236	0.23460275604	-7.82999157117	4.87902675908e-15	1.76815929749e-13	-1.83693760236	2.5251694581
YJR130C	194.265047164	-0.954815173653	0.256268007189	-3.72584617224	0.000194661096859	0.000957626898214	-0.954815173653	2.28839466787
YJR131W	371.679574483	0.973053059657	0.214638232042	4.53345636703	5.80262571355e-06	4.21698841964e-05	0.973053059657	2.57016869525
YJR132W	684.685732619	0.961835091745	0.194218975867	4.95232295119	7.3332767417e-07	6.55652834998e-06	0.961835091745	2.8354912782
YJR143C	1480.2693429	0.687150149528	0.195240562231	3.51950507454	0.000432352765142	0.00192329757063	0.687150149528	3.17034074478
YJR145C	11176.1098324	0.463889243246	0.188618249055	2.45940806666	0.0139166335192	0.0375252082393	0.463889243246	4.04829066112
YJR148W	1438.83013973	-1.00936428183	0.182026608181	-5.54514689866	2.93707482034e-08	3.62039426834e-07	-1.00936428183	3.15800952657
YJR152W	119.114154928	-0.640760340144	0.308391483317	-2.07774979144	0.0377324104287	0.0862265008687	-0.640760340144	2.07596337392
YJR154W	34.7300907044	-1.73776114555	0.469632853505	-3.70025464058	0.00021538323625	0.00104724800738	-1.73776114555	1.54070591756
YKL002W	139.07232187	-0.827163905249	0.282323773678	-2.92984148828	0.00339134951616	0.0113296565894	-0.827163905249	2.14324070544
YKL004W	656.290240216	0.713898292193	0.194075493721	3.67845665883	0.000234649554775	0.00112980954806	0.713898292193	2.81709594585
YKL006C-A	63.6457963273	-1.32167463133	0.382019965602	-3.45970040924	0.000540776691341	0.00232936774495	-1.32167463133	1.80376972469
YKL006W	4930.33666746	0.664478759553	0.215434904843	3.08435979786	0.00203990731267	0.00730015546522	0.664478759553	3.69287657604
YKL007W	448.998260441	-0.527169751439	0.22068820918	-2.38875358769	0.0169056368343	0.044224755453	-0.527169751439	2.65224465841
YKL009W	969.050096654	1.37469343631	0.194412432322	7.0710160862	1.53803307013e-12	3.74921424629e-11	1.37469343631	2.98634622921
YKL010C	445.72844547	0.643046919715	0.216399352068	2.97157506975	0.00296276432483	0.0100785900312	0.643046919715	2.64907035075
YKL011C	153.964510796	-0.764964276627	0.272157464422	-2.8107414884	0.00494274813805	0.0155400687556	-0.764964276627	2.18742062641
YKL014C	555.377438044	1.28814127168	0.216109701038	5.96058976291	2.51329198924e-09	3.74333927903e-08	1.28814127168	2.74458823276
YKL016C	403.897823156	0.964526999912	0.211905500789	4.5516845779	5.32180800449e-06	3.89883400437e-05	0.964526999912	2.60627151251
YKL019W	314.504997329	-0.542170727066	0.2271334489	-2.38701402057	0.0169858434726	0.0443918486141	-0.542170727066	2.49762755056
YKL020C	351.734704091	0.873106772596	0.218073836708	4.00372087627	6.23539293576e-05	0.0003541859561	0.873106772596	2.54621522033
YKL021C	565.442463821	0.965863256337	0.215297653062	4.48617642878	7.25127033588e-06	5.13923149229e-05	0.965863256337	2.7523884202
YKL026C	19.1022867009	-2.36024625294	0.575108407818	-4.10400234261	4.06063347315e-05	0.000242567072088	-2.36024625294	1.28108535898
YKL027W	671.507105444	1.00041029876	0.206547154987	4.84349590205	1.27574353679e-06	1.09039966446e-05	1.00041029876	2.82705061245
YKL028W	283.075485822	0.710473496363	0.272447425617	2.60774530996	0.00911407393979	0.0263953681069	0.710473496363	2.45190226134
YKL029C	2275.11969234	2.28996183786	0.258190255241	8.86928066176	7.36199129667e-19	3.92350830281e-17	2.28996183786	3.3570042495
YKL033W	319.031724253	0.603036865027	0.22712853007	2.6550467475	0.00792974185944	0.0233890812522	0.603036865027	2.50383387109
YKL035W	1737.24334069	-1.30569895258	0.191278240059	-6.82617610958	8.72078653612e-12	1.95518786414e-10	-1.30569895258	3.23986065559
YKL038W	231.070681768	-0.576785644412	0.259934600449	-2.21896447574	0.0264891414284	0.064427280897	-0.576785644412	2.36374484572
YKL040C	327.219829545	-0.565342976639	0.226687249649	-2.49393372373	0.0126336131328	0.0345107140653	-0.565342976639	2.51483961407
YKL043W	100.316244519	-0.925505185064	0.334680888124	-2.76533622894	0.00568641504285	0.0174541796572	-0.925505185064	2.00137126536
YKL050C	71.211743553	1.16396419059	0.352534184682	3.30170588034	0.000960987805622	0.0038103061352	1.16396419059	1.85255161919
YKL051W	349.470255589	-1.75309392244	0.233179554786	-7.51821455379	5.55293238542e-14	1.6142107191e-12	-1.75309392244	2.54341021761
YKL054C	1059.69671054	1.02003029016	0.187637838641	5.43616520819	5.44394820857e-08	6.26976747072e-07	1.02003029016	3.02518158622
YKL056C	7760.00717414	0.710813972074	0.178620188258	3.97947163199	6.90686006963e-05	0.000385479377192	0.710813972074	3.88986212276
YKL057C	871.793707362	0.746235480776	0.19642854227	3.79901755699	0.000145270802309	0.000737340878946	0.746235480776	2.94041372994
YKL058W	66.5287821648	-0.928252712839	0.365140663734	-2.54217841241	0.0110163924822	0.0308527097029	-0.928252712839	1.82300957359
YKL065C	438.048115888	-1.12582836851	0.21608303332	-5.21016551467	1.88672238888e-07	1.87842910366e-06	-1.12582836851	2.64152181671
YKL068W	853.752724727	0.605412299064	0.210596000027	2.87475687566	0.004043387145	0.0131478309838	0.605412299064	2.93133210273
YKL072W	241.046409293	0.538092783857	0.242109054999	2.22252234168	0.0262480258814	0.0638694130221	0.538092783857	2.38210066647
YKL073W	429.814036193	0.871300738717	0.207852423934	4.19192002781	2.76603507329e-05	0.000172631075297	0.871300738717	2.6332805939
YKL074C	318.439876877	0.587705729955	0.221415052281	2.65431696671	0.00794691394426	0.0234143220602	0.587705729955	2.50302744733
YKL075C	224.7218004	-0.599964522656	0.245446596082	-2.44437907159	0.0145101716121	0.0388749595286	-0.599964522656	2.35164520564
YKL078W	400.808518756	2.1875323143	0.2266685301	9.65079851768	4.87744370403e-22	3.4886557862e-20	2.1875323143	2.60293694342
YKL080W	1949.91706054	0.425024433755	0.194010306482	2.19073121146	0.0284712490751	0.0685124878141	0.425024433755	3.2900161391
YKL081W	9725.4849084	0.430158287013	0.171006153497	2.51545501853	0.0118878845926	0.0328533506078	0.430158287013	3.98791126427
YKL082C	446.408609662	0.977131973457	0.300914724645	3.24720558161	0.0011654417388	0.00447810084371	0.977131973457	2.64973256203
YKL084W	34.1316298452	-3.03054949862	0.517369813823	-5.85760788057	4.69581777463e-09	6.68232079133e-08	-3.03054949862	1.5331570271
YKL091C	127.867102049	-1.62069428627	0.298041232217	-5.43781903671	5.39367140073e-08	6.22505259753e-07	-1.62069428627	2.10675882254
YKL093W	90.4700910557	-0.701327680426	0.332612042069	-2.10854566799	0.0349838168791	0.0810968138826	-0.701327680426	1.95650502742
YKL099C	226.442338388	0.68984707271	0.245038682986	2.81525783727	0.00487381133779	0.0153499643292	0.68984707271	2.35495763104
YKL100C	553.841225286	-1.44860364417	0.210428572494	-6.88406344728	5.81689463591e-12	1.35130936926e-10	-1.44860364417	2.74338527941
YKL101W	449.590893885	1.18683921682	0.208508532147	5.69204149395	1.25529336536e-08	1.65625600342e-07	1.18683921682	2.65281750635
YKL103C	295.383038644	-1.7928550393	0.265787939651	-6.74543412939	1.52570141924e-11	3.31302824402e-10	-1.7928550393	2.47038555382
YKL106W	458.05601036	0.697514791268	0.205996076438	3.38605862465	0.000709042345973	0.00294675396996	0.697514791268	2.66091858609
YKL107W	85.1247199788	1.82236285204	0.336951038348	5.40839066997	6.3593588584e-08	7.17209019799e-07	1.82236285204	1.93005569629
YKL109W	267.312647574	1.54499493211	0.233587880062	6.61419133435	3.73588286928e-11	7.52157751015e-10	1.54499493211	2.42701950736
YKL112W	352.645183462	0.692837990834	0.223260730594	3.10326849237	0.00191395914206	0.00692234324434	0.692837990834	2.54733795649
YKL114C	200.22570336	-0.599633399044	0.259607396565	-2.30977008736	0.0209008861889	0.0528698079678	-0.599633399044	2.30151982794
YKL121W	155.431761922	-1.01511021022	0.275743923647	-3.68135114926	0.000232001220115	0.00111804843311	-1.01511021022	2.19153977005
YKL124W	117.899395163	-0.794453891145	0.296993331081	-2.67498899135	0.00747317040839	0.0222598105973	-0.794453891145	2.07151157712
YKL125W	642.787663839	0.902173889125	0.194732305077	4.63289277436	3.60591326823e-06	2.7453423706e-05	0.902173889125	2.80806753334
YKL128C	368.649373709	-1.03266729617	0.223081343117	-4.62910650323	3.67246863965e-06	2.784315136e-05	-1.03266729617	2.56661350043
YKL129C	303.725784761	-0.901288604107	0.229815820986	-3.9217865865	8.78948257276e-05	0.000473534462493	-0.901288604107	2.48248166286
YKL130C	287.03124674	-0.587884335971	0.229535372017	-2.56119277306	0.0104313457197	0.0295491377447	-0.587884335971	2.45792917739
YKL133C	125.290217033	-0.691742117948	0.29167481472	-2.3716210075	0.0177102463785	0.046019550341	-0.691742117948	2.09791716154
YKL139W	287.934603429	0.479584932315	0.231267492792	2.07372392256	0.0381049581607	0.0868420255487	0.479584932315	2.45929386069
YKL140W	356.047502187	-0.55645935659	0.232397729211	-2.3944268237	0.0166463647368	0.043630491181	-0.55645935659	2.55150794337
YKL142W	408.278107654	-1.56812837581	0.242604754403	-6.46371658987	1.02162132475e-10	1.88895698004e-09	-1.56812837581	2.61095609317
YKL143W	388.788467903	1.02046454172	0.233146732764	4.37691976045	1.20368260734e-05	8.06808711899e-05	1.02046454172	2.58971337457
YKL150W	751.334376773	0.420470868041	0.200249375969	2.09973622144	0.0357520514129	0.082631016786	0.420470868041	2.87583326013
YKL154W	361.383527671	1.67343554839	0.276601262591	6.04999244297	1.44852628789e-09	2.21808138056e-08	1.67343554839	2.55796835297
YKL161C	573.895400835	-0.453253055646	0.217038878607	-2.08834960148	0.0367663101672	0.0845796284675	-0.453253055646	2.75883274435
YKL163W	182.959879678	0.581473147163	0.259568445142	2.24015344717	0.0250809627117	0.0615504068783	0.581473147163	2.26235586599
YKL165C	373.613914421	0.903232790983	0.220531957242	4.09570024354	4.20894242086e-05	0.000250052579233	0.903232790983	2.57242304219
YKL166C	270.62153755	0.605749105206	0.276403473881	2.19153940687	0.028412781306	0.0684020722671	0.605749105206	2.43236235718
YKL171W	121.981567735	-1.82676831671	0.305832981868	-5.97309127863	2.32799557125e-09	3.49585191307e-08	-1.82676831671	2.08629421071
YKL172W	962.994583656	1.738475441	0.27588123983	6.3015355523	2.94711161831e-10	5.11837020995e-09	1.738475441	2.98362384445
YKL173W	332.872006724	0.450923092974	0.219214389967	2.05699586164	0.0396866239443	0.0898153571029	0.450923092974	2.52227727417
YKL176C	381.755395231	0.653985617637	0.213260611519	3.06660293702	0.0021650624661	0.00767905803825	0.653985617637	2.58178518352
YKL180W	6388.92418269	0.36787651621	0.174822292438	2.10428836665	0.0353533002246	0.0818137675695	0.36787651621	3.80542773439
YKL181W	2703.08418449	0.684214736857	0.168971519402	4.049290314	5.13731839906e-05	0.000300607780595	0.684214736857	3.43185957152
YKL182W	2359.62998176	0.884128298406	0.227406996764	3.88786761616	0.000101128754554	0.000536851474372	0.884128298406	3.37284390573
YKL184W	462.1968762	1.14393829903	0.213206527248	5.36539998939	8.07700247568e-08	8.81658342526e-07	1.14393829903	2.66482700593
YKL188C	89.6112491167	-2.49460621432	0.38522737285	-6.47567226561	9.4390727771e-11	1.75721916494e-09	-2.49460621432	1.95236253112
YKL189W	161.101586679	-1.08589394233	0.285253482561	-3.80676839624	0.00014079448242	0.000717972613914	-1.08589394233	2.20709981778
YKL191W	607.121423701	0.645202948733	0.202314613644	3.1891069909	0.00142713046991	0.0053576527862	0.645202948733	2.78327555824
YKL201C	364.375360847	1.16390009547	0.217687856002	5.34664687706	8.95985774409e-08	9.68305898547e-07	1.16390009547	2.56154900219
YKL205W	1130.80545628	1.02891874742	0.187882003699	5.4764092737	4.34043151638e-08	5.17950867305e-07	1.02891874742	3.05338789535
YKL209C	133.894043994	-0.737937622037	0.289801724374	-2.5463534547	0.0108854906306	0.0305648383615	-0.737937622037	2.12676125873
YKL212W	1185.67889938	0.431061961977	0.186153395636	2.31562771393	0.0205786043171	0.0521759762444	0.431061961977	3.07396709113
YKL213C	519.878296477	-0.485710509106	0.219028155498	-2.21757110634	0.0265840897813	0.0646004077118	-0.485710509106	2.71590168718
YKL215C	173.826448397	-0.668223516176	0.261782882459	-2.55258674631	0.0106926279425	0.0301302969635	-0.668223516176	2.2401158568
YKL216W	1461.98761838	-0.599996023827	0.188135187996	-3.18917492373	0.00142679512041	0.0053576527862	-0.599996023827	3.16494369458
YKL218C	84.3382413417	-1.18262981002	0.347179510598	-3.40639287145	0.000658273787311	0.00276536036153	-1.18262981002	1.92602454067
YKR003W	180.352105826	-1.34399183759	0.266775151703	-5.03791987001	4.70618373602e-07	4.35823079881e-06	-1.34399183759	2.25612121759
YKR004C	158.293726613	-1.22067671984	0.273191869893	-4.4682029532	7.887945048e-06	5.52562748466e-05	-1.22067671984	2.19946370355
YKR005C	24.37846856	-1.32534974101	0.546069418785	-2.42707189859	0.0152212390036	0.0404411804613	-1.32534974101	1.38700642003
YKR009C	162.634723839	-1.36591420202	0.284201380303	-4.80614907839	1.53865185585e-06	1.28087465366e-05	-1.36591420202	2.21121327657
YKR014C	258.476083794	-0.904635134357	0.238270002838	-3.79668075536	0.000146646445014	0.000743628801393	-0.904635134357	2.41242036501
YKR015C	79.6054613386	-1.49248703566	0.34769218678	-4.29255270151	1.7663060793e-05	0.000114441476128	-1.49248703566	1.90094286357
YKR017C	145.828668332	-0.679668966004	0.281208121009	-2.4169606609	0.0156507084813	0.04134974606	-0.679668966004	2.16384290995
YKR023W	193.945087043	0.862382585337	0.27825345616	3.09926998657	0.00193998147058	0.00700713573029	0.862382585337	2.28767878266
YKR024C	351.280877468	1.74203839783	0.229523349907	7.58980904792	3.20377268256e-14	9.78410578785e-13	1.74203839783	2.54565450893
YKR025W	330.627181555	0.81642829687	0.242421367611	3.36780666208	0.000757687096633	0.00312029322522	0.81642829687	2.51933855496
YKR027W	280.974779382	-0.541332172863	0.248021399935	-2.18260268269	0.0290650820616	0.0695412790876	-0.541332172863	2.44866733888
YKR037C	179.780297447	0.551527151838	0.25609282882	2.15362200644	0.031269827041	0.0737772481749	0.551527151838	2.25474209463
YKR039W	79.1759035014	-3.77571688045	0.439467695607	-8.59156865953	8.57899188562e-18	4.2013873775e-16	-3.77571688045	1.89859302794
YKR043C	779.512766803	0.533345960459	0.222398785271	2.3981514099	0.0164780523562	0.0432519037219	0.533345960459	2.89182323243
YKR044W	268.175364891	-0.765454525753	0.238660004611	-3.20730122753	0.00133986618058	0.00507561850705	-0.765454525753	2.42841888021
YKR046C	840.077423175	2.0625809613	0.190206193835	10.8439211138	2.1313562252e-27	2.97078267697e-25	2.0625809613	2.92431931333
YKR048C	1614.52542022	0.869006504592	0.175598784124	4.94881846095	7.4665346275e-07	6.65378397297e-06	0.869006504592	3.20804488724
YKR049C	41.5020917975	-0.879224449929	0.429833358334	-2.04550073391	0.0408055169273	0.0917652461732	-0.879224449929	1.61806998667
YKR050W	114.693686452	-0.806884689357	0.301913192078	-2.67257182041	0.00752722596899	0.0223717880631	-0.806884689357	2.05953951193
YKR051W	179.038184261	-0.901645939555	0.288113311422	-3.12948379617	0.00175113730375	0.00638442815772	-0.901645939555	2.25294566475
YKR052C	287.866139265	-1.08305662853	0.234018463167	-4.62808196359	3.6906795556e-06	2.79422480004e-05	-1.08305662853	2.45919058327
YKR053C	132.283474506	-3.41466424873	0.343320322247	-9.94600094275	2.62521435667e-23	2.26518495919e-21	-3.41466424873	2.1215055934
YKR054C	155.244348015	-0.891187940794	0.275621466903	-3.23337637959	0.00122336269444	0.0046766523256	-0.891187940794	2.19101579777
YKR055W	92.7346124711	-0.671557369457	0.324141012487	-2.0718062312	0.038283515352	0.0869294859874	-0.671557369457	1.96724186143
YKR056W	739.451279355	0.723535461548	0.21899156012	3.30394222111	0.000953354785542	0.00379110213182	0.723535461548	2.86890956467
YKR057W	2036.4669893	0.44917213756	0.220243800566	2.03943146825	0.0414069844416	0.0927052584121	0.44917213756	3.30887737466
YKR058W	159.229699312	-0.843676717545	0.287462358821	-2.93491196902	0.00333642328352	0.0111886471124	-0.843676717545	2.20202407499
YKR059W	6521.85076183	0.751710424248	0.165598770485	4.53934785895	5.64284781471e-06	4.11738533165e-05	0.751710424248	3.81437085671
YKR060W	273.750489184	1.23047097552	0.239424922521	5.13927690805	2.75797716644e-07	2.66768040512e-06	1.23047097552	2.43735490392
YKR061W	321.365006083	-0.9836504518	0.227607329465	-4.32169936755	1.54832059653e-05	0.000101527994725	-0.9836504518	2.50699858403
YKR066C	441.760743355	-0.830775426043	0.219118253039	-3.79144783476	0.000149771609216	0.00075735671414	-0.830775426043	2.64518712009
YKR067W	166.463042842	-0.792535331102	0.272129230326	-2.91234914438	0.00358721425843	0.0118758201637	-0.792535331102	2.22131782901
YKR069W	204.813060272	-0.860669465444	0.251895203215	-3.41677592292	0.000633674130907	0.00267441970156	-0.860669465444	2.31135764675
YKR074W	177.633819239	-0.646550571345	0.27040412186	-2.3910529429	0.0168001300881	0.0439910920805	-0.646550571345	2.24952565351
YKR075C	33.2057139369	1.52640635526	0.458903455671	3.32620366311	0.000880375765313	0.00355037642861	1.52640635526	1.52121282219
YKR076W	73.7219788733	-1.19678552562	0.377131471533	-3.17339075617	0.00150669590983	0.00560970418735	-1.19678552562	1.8675969842
YKR079C	474.189574126	1.00318697227	0.213732453181	4.69365768905	2.68362949389e-06	2.11730187646e-05	1.00318697227	2.67595200104
YKR080W	783.658026282	1.61024629635	0.211340374061	7.6192081305	2.55236635709e-14	7.92837915264e-13	1.61024629635	2.89412658603
YKR081C	518.464453019	1.33224748796	0.202148951403	6.59042492538	4.38569525659e-11	8.76494096133e-10	1.33224748796	2.71471898563
YKR082W	676.287270346	0.806929305073	0.192074515051	4.20112634338	2.65590313647e-05	0.000166646702229	0.806929305073	2.83013121284
YKR087C	241.75690965	-0.668287037173	0.254239318171	-2.62857469089	0.00857435236595	0.0249786599471	-0.668287037173	2.38337889549
YKR088C	405.192832069	-0.579271295099	0.233232123926	-2.48366856739	0.0130036773095	0.0354325763683	-0.579271295099	2.60766175401
YKR090W	388.371988687	0.452407610182	0.225084392936	2.0099465995	0.0444368409883	0.0983945692923	0.452407610182	2.58924789889
YKR092C	1143.62901656	1.03850240992	0.195225190016	5.31951030418	1.04046920955e-07	1.10038728076e-06	1.03850240992	3.0582851659
YKR093W	785.092284378	1.1881287524	0.218821076719	5.4296815015	5.64547122833e-08	6.46079612572e-07	1.1881287524	2.89492070928
YKR094C	5229.31924599	0.485552767055	0.182290233751	2.6636246883	0.00773037568684	0.0229129346967	0.485552767055	3.71844515599
YKR095W	294.961270835	1.45804936395	0.301506575253	4.83587916026	1.32558436034e-06	1.1276802164e-05	1.45804936395	2.46976499575
YKR099W	268.397192571	0.804077962414	0.24950678577	3.2226697159	0.00127001903537	0.00484139093708	0.804077962414	2.42877796881
YKR100C	240.025738241	-0.624541002905	0.244354912781	-2.55587659686	0.0105920675125	0.0299264443856	-0.624541002905	2.38025781411
YKR105C	41.087295795	-4.31766915417	0.587626687392	-7.34763966104	2.01737465669e-13	5.48322431689e-12	-4.31766915417	1.61370755864
YLL005C	155.235858399	-0.72029726072	0.281055898105	-2.56282563567	0.0103824175332	0.0294258715904	-0.72029726072	2.1909920475
YLL008W	654.430450366	1.28061688093	0.266670146044	4.80225064533	1.56892132917e-06	1.30010005265e-05	1.28061688093	2.81586349867
YLL009C	8.0166096377	1.44946643561	0.640624347319	2.26258405832	0.0236613417571	0.0584916115468	1.44946643561	0.903990736495
YLL011W	411.80856326	1.12643178096	0.217930381713	5.16876890732	2.35641052874e-07	2.31635581089e-06	1.12643178096	2.61469537321
YLL012W	731.904120211	2.91451890911	0.215920075094	13.4981377153	1.60379020221e-41	6.70631041478e-39	2.91451890911	2.864454192
YLL013C	110.396696359	1.71469164582	0.338245351219	5.06937239384	3.99129626226e-07	3.74726882239e-06	1.71469164582	2.04295607725
YLL018C	3800.55546023	0.653389963466	0.171980685161	3.79920549133	0.000145160697534	0.000737340878946	0.653389963466	3.57984707443
YLL019C	175.247745276	1.78073281516	0.28733184535	6.19747808669	5.73750235852e-10	9.56719718433e-09	1.78073281516	2.24365243908
YLL021W	267.996628597	1.27352360691	0.295267927338	4.31311188585	1.60972602038e-05	0.000104921710393	1.27352360691	2.42812933063
YLL024C	8750.73368894	1.38805339104	0.167786311347	8.27274513575	1.30909339969e-16	5.2712827561e-15	1.38805339104	3.94204446716
YLL026W	814.999343094	-0.608087330578	0.194409456625	-3.12786909204	0.00176078586176	0.00640671482229	-0.608087330578	2.91115725869
YLL028W	507.348306599	0.583075782571	0.203944848955	2.85898754275	0.00424995473869	0.0136783623206	0.583075782571	2.70530621515
YLL034C	388.358928697	1.08615085884	0.219629779184	4.94537153783	7.59987745169e-07	6.76152763132e-06	1.08615085884	2.5892332944
YLL035W	266.846229486	0.53539298408	0.261797066612	2.04506869007	0.0408480865511	0.0917942118609	0.53539298408	2.42626107064
YLL039C	964.268297512	-0.744469397879	0.189520030034	-3.92818319914	8.55900027911e-05	0.000462033024005	-0.744469397879	2.98419788859
YLL040C	300.552190246	-0.775685314415	0.231628602381	-3.34883216684	0.000811529384763	0.0033119172189	-0.775685314415	2.4779198972
YLL041C	145.915406206	-1.58082103928	0.293380549408	-5.38829531292	7.11291093192e-08	7.8429581797e-07	-1.58082103928	2.16410114849
YLL045C	14586.8840902	0.514577251892	0.164483050555	3.1284515344	0.00175729989457	0.00639831361479	0.514577251892	4.16396253199
YLL046C	3.77139323015	-1.46184085142	0.633896218558	-2.30612016388	0.0211039189153	0.0533107288727	-1.46184085142	0.576501817152
YLL049W	193.568568638	0.797012117919	0.285804268246	2.788664154	0.00529259178869	0.0164403022648	0.797012117919	2.28683483864
YLL051C	364.455366465	-0.523572066648	0.232975564952	-2.24732609515	0.0246191943456	0.0604744421431	-0.523572066648	2.56164434943
YLL055W	94.3539306979	-2.03616621634	0.356467150553	-5.71207252387	1.11608502241e-08	1.49067277194e-07	-2.03616621634	1.97475999719
YLL057C	82.6410269243	-0.869435178265	0.334115969841	-2.60219581446	0.0092628946893	0.0267550985818	-0.869435178265	1.91719570523
YLL058W	156.608492351	-1.0112614431	0.274103882906	-3.68933643837	0.000224839724084	0.00108642554677	-1.0112614431	2.19481530869
YLL060C	70.3943045848	-1.81153274208	0.376896343778	-4.80644817066	1.53635288192e-06	1.28087465366e-05	-1.81153274208	1.84753752296
YLR001C	346.285700541	-0.58135990757	0.239430852676	-2.42809103786	0.0151785326943	0.0403869328078	-0.58135990757	2.53943455824
YLR002C	882.827032822	1.28253849838	0.198118003866	6.47360902773	9.56893092881e-11	1.77531428427e-09	1.28253849838	2.94587562311
YLR003C	581.852909698	1.04289800454	0.209037563581	4.98904592397	6.06782222819e-07	5.52507230024e-06	1.04289800454	2.76481321046
YLR004C	83.7201101666	-0.729626454402	0.334132483328	-2.18364418549	0.0289884040645	0.0693883595309	-0.729626454402	1.92282979115
YLR006C	375.885499758	0.538203312378	0.213213938057	2.52424075688	0.0115948489619	0.0321878929795	0.538203312378	2.5750555726
YLR007W	210.702771275	0.54011489741	0.248546728871	2.17309195685	0.029773396953	0.0709238325314	0.54011489741	2.32367024772
YLR009W	489.782529771	0.99794910313	0.220405800687	4.52778057573	5.96064285832e-06	4.32027394371e-05	0.99794910313	2.69000329006
YLR014C	241.08438818	1.03138457448	0.238806198076	4.31891878345	1.56795465162e-05	0.000102691584171	1.03138457448	2.38216908783
YLR017W	641.176775369	0.607786225916	0.193536896724	3.1404152707	0.00168708501308	0.00618825514918	0.607786225916	2.806977783
YLR018C	295.143556395	0.580821479074	0.22490499412	2.5825192604	0.00980818873343	0.0280175060194	0.580821479074	2.4700333061
YLR027C	1508.21643542	-0.522513466523	0.179167435029	-2.91634172493	0.0035416236371	0.0117409710719	-0.522513466523	3.1784636691
YLR029C	14174.4323412	0.767676672172	0.216081874713	3.55271201341	0.000381281631253	0.00172720578958	0.767676672172	4.15150567525
YLR030W	114.721582655	-0.859351355546	0.304958586154	-2.81792805503	0.00483346389164	0.0152493962362	-0.859351355546	2.05964512972
YLR035C	135.849777258	-0.715121536101	0.286027496673	-2.50018457812	0.0124128614627	0.0339931057488	-0.715121536101	2.13305893068
YLR036C	79.613067079	-1.19384383134	0.364387558737	-3.27630239485	0.00105175883436	0.00409846668357	-1.19384383134	1.90098435536
YLR037C	27.2722947661	-1.44371856766	0.500029479561	-2.88726690459	0.00388604425902	0.0127103108255	-1.44371856766	1.43572168221
YLR038C	115.521108655	1.26272044	0.307146496189	4.11113411894	3.93720402753e-05	0.000236700501986	1.26272044	2.06266134816
YLR040C	47.2371642778	1.22385549886	0.408856827552	2.9933595733	0.00275924453642	0.00946325129338	1.22385549886	1.67428381833
YLR043C	500.315508371	-0.79376580285	0.226839283112	-3.49924312914	0.000466580925414	0.00204671280842	-0.79376580285	2.699243965
YLR044C	77364.2248133	1.05061318711	0.161509530805	6.50496092627	7.77135771643e-11	1.4822842297e-09	1.05061318711	4.88854017828
YLR046C	432.031143371	2.32332020855	0.217212011326	10.6960945409	1.06158773405e-26	1.34204440054e-24	2.32332020855	2.63551505447
YLR047C	286.300996365	1.26969207552	0.240052727587	5.28922161512	1.22837985362e-07	1.28412940082e-06	1.26969207552	2.45682285943
YLR048W	8924.04453239	0.676395259318	0.173475728279	3.89907721402	9.65599814749e-05	0.000514607901272	0.676395259318	3.95056172882
YLR049C	364.429733005	-1.05022004673	0.229772477688	-4.5706955737	4.86108016296e-06	3.60502479752e-05	-1.05022004673	2.56161380286
YLR050C	149.551711238	0.820837106463	0.277570792491	2.95721714484	0.00310429418557	0.0104943676572	0.820837106463	2.17479138679
YLR051C	246.329257397	0.937203598431	0.284682898896	3.29209658207	0.000994434542623	0.00391616354407	0.937203598431	2.39151599759
YLR053C	12.9638685897	-2.50699325025	0.626216096355	-4.003399569	6.24387140195e-05	0.000354297337589	-2.50699325025	1.11273462009
YLR058C	3662.38828573	0.806828288031	0.222798523384	3.62133588578	0.000293085702479	0.00137628923961	0.806828288031	3.56376438623
YLR060W	2568.07624239	0.804674699205	0.179386625349	4.48570063483	7.26747220713e-06	5.14400767161e-05	0.804674699205	3.40960791315
YLR061W	5659.10966654	0.612593093988	0.230578524777	2.65676560547	0.00788942757083	0.023308113193	0.612593093988	3.75274811011
YLR067C	155.209146906	0.550491648873	0.269545254219	2.04229768566	0.0411220115425	0.0922832133778	0.550491648873	2.19091731186
YLR068W	71.8201787412	1.25739826348	0.433585012013	2.90000398686	0.00373157913727	0.012293857085	1.25739826348	1.85624648163
YLR070C	48.1730311236	-1.46997002456	0.422010240248	-3.48325676576	0.000495353021696	0.00215246924536	-1.46997002456	1.68280397367
YLR072W	248.724972681	-0.609387218574	0.250519473876	-2.43249440511	0.0149952231787	0.0400177501773	-0.609387218574	2.39571939184
YLR074C	299.239713951	0.911817735251	0.250431040037	3.64099328548	0.000271588220214	0.0012882666362	0.911817735251	2.47601923092
