	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	efficiency_lfc	logBaseMean
YKR095W	156.737970718	-1.62198270144	0.529452569593	9.34868288462	0.00223145778705	0.0516178916188	-1.62198270144	2.19517421967
YKR105C	7.29800576101	9.2578227616	2.60323195027	11.3484105446	0.00075512568335	0.0240520302416	9.2578227616	0.863204201858
YLL013C	152.69357429	-2.04196754045	0.440990138353	21.26728949	3.99490693295e-06	0.000425810080147	-2.04196754045	2.18382076129
YLL019C	51.3023285489	-4.32395294615	0.641409872357	48.881656849	2.71881578993e-12	2.46324710568e-09	-4.32395294615	1.71013707765
YLL021W	168.518471896	-1.86157224783	0.469967827055	15.4969331013	8.26392264742e-05	0.00546843794686	-1.86157224783	2.22664751235
YLL024C	12352.9142148	-1.37005855285	0.299602303957	20.720309215	5.31492920733e-06	0.000545131229643	-1.37005855285	4.09176942546
YLL034C	172.54540105	-1.08673830164	0.381847760053	8.10203580311	0.0044215569336	0.0805490778925	-1.08673830164	2.23690338829
YLR044C	62515.9997053	-1.11583022846	0.308602895055	12.9929920271	0.00031265895931	0.0126836873344	-1.11583022846	4.79599118046
YLR046C	129.573140318	4.31120311747	1.35760305935	22.5534527486	2.04376877313e-06	0.000246887267795	4.31120311747	2.1125149844
YLR084C	84.8096138792	1.64434865164	0.466608759935	12.951254785	0.000319707134784	0.0128678131842	1.64434865164	1.92844508596
YLR116W	71.9780062516	1.7282549101	0.583438351955	9.12219893002	0.0025252624012	0.0569544104871	1.7282549101	1.85719981278
YLR134W	344.847464589	-1.3969401397	0.377925678296	13.5755002001	0.00022915691508	0.0103808082531	-1.3969401397	2.53762703729
YLR153C	1338.09988718	-1.09241312046	0.282511605596	14.8757388532	0.00011483038497	0.0066193930194	-1.09241312046	3.12648853408
YLR180W	1094.50617671	-1.19094363081	0.327300147294	13.1610524118	0.000285828306353	0.0120446718863	-1.19094363081	3.0392182168
YLR197W	1536.60366902	-0.899484639652	0.320655394882	7.84144762034	0.00510616998437	0.0886809585783	-0.899484639652	3.18656186584
YLR249W	17934.5414471	-1.5529375615	0.318317709658	23.5209049382	1.23563869796e-06	0.000163827608832	-1.5529375615	4.25369027705
YLR257W	391.393044814	1.02493662654	0.326883695409	9.8505931771	0.00169777006764	0.0413860003932	1.02493662654	2.59261310383
YLR259C	2136.19974021	-1.4439405453	0.360057527547	15.9219729588	6.60079455754e-05	0.00448523990185	-1.4439405453	3.32964185791
YLR266C	76.1895951857	2.39183969354	0.659919547915	14.6144873595	0.00013189667095	0.00716990303282	2.39183969354	1.88189566606
YLR274W	150.409368907	1.20075153717	0.423529822268	8.23956156765	0.00409870318485	0.0770953304943	1.20075153717	2.17727488903
YLR286C	807.554875061	-1.4857124868	0.363171530972	16.6799743413	4.42456060235e-05	0.00316472518874	-1.4857124868	2.90717204323
YLR367W	234.385653879	-1.4048122322	0.437730155171	10.2829562986	0.00134264650884	0.0356614145183	-1.4048122322	2.36993102615
YLR384C	397.236821884	-1.16315580608	0.373245011348	9.69898569064	0.0018436975085	0.044346635647	-1.16315580608	2.59904949863
YLR411W	85.1193795482	4.79897468605	1.51257577461	14.7369639051	0.00012359915828	0.00685596963686	4.79897468605	1.93002844931
YLR413W	1229.87884829	-1.2993013852	0.33966341842	14.515538289	0.000139008232944	0.00737713397099	-1.2993013852	3.08986233249
YML002W	77.4545799088	3.26880600786	1.08950353982	15.7786401757	7.12018290205e-05	0.00477843385871	3.26880600786	1.8890471028
YML017W	110.018035934	-1.3179066211	0.411760327565	10.2242996199	0.00138602363548	0.0363981859057	-1.3179066211	2.04146388756
YML054C	33.5668518951	3.51481418594	1.14313070009	14.8344572029	0.000117371326413	0.00664615135815	3.51481418594	1.52591061236
YML056C	1672.40436037	-1.658605523	0.308142590904	28.6120518331	8.84300862299e-08	1.84886903364e-05	-1.658605523	3.22334129119
YML123C	3310.11598605	-1.72260478353	0.329420533895	27.097799833	1.93417950459e-07	3.39167735064e-05	-1.72260478353	3.51984321167
YMR011W	766.342900419	-1.05034878617	0.375528990508	7.81289755508	0.00518746624961	0.0895208461361	-1.05034878617	2.88442313835
YMR012W	994.357826656	-1.09129821248	0.293220407496	13.801669089	0.000203155668977	0.009603080144	-1.09129821248	2.99754269645
YMR068W	27.4153919556	4.07115609098	1.43425867279	13.3369222551	0.000260231105125	0.0115009454265	4.07115609098	1.43799445934
YMR070W	88.427734954	-1.37387282121	0.477432959754	8.11085900167	0.00440008710381	0.0805490778925	-1.37387282121	1.94658850085
YMR079W	473.629798013	-1.08600645485	0.281031502685	14.8725414735	0.000115025194368	0.0066193930194	-1.08600645485	2.67543901784
YMR121C	449.698293378	-1.77113533545	0.450672024901	15.1588203492	9.88355179278e-05	0.00603674017366	-1.77113533545	2.65292123941
YMR170C	57.2471234546	-3.60842873916	0.85667549053	24.6320242623	6.93889842433e-07	9.42996295866e-05	-3.60842873916	1.75775366919
YMR186W	6838.16063965	-1.86860422062	0.270155577835	47.0590874201	6.88785591615e-12	5.3489121086e-09	-1.86860422062	3.83493929887
YMR189W	301.641049939	-2.26292886119	0.416989834382	29.9711687011	4.38518255433e-08	9.93243848556e-06	-2.26292886119	2.47949044379
YMR196W	84.8503798797	-1.48616599571	0.528128722373	8.26096966574	0.00405064864335	0.0764559931432	-1.48616599571	1.92865379102
YMR203W	645.495492836	-0.895737172231	0.263127182338	11.5422571731	0.000680319932024	0.0222784286174	-0.895737172231	2.80989321416
YMR205C	2644.78685679	-1.78735333339	0.251622780338	49.756051925	1.74100337732e-12	1.89281887182e-09	-1.78735333339	3.42239067802
YMR229C	915.474572188	-1.32375423543	0.375309456233	12.3590797239	0.000438846956118	0.0163395346127	-1.32375423543	2.96164628604
YMR266W	191.106468445	-1.48249989996	0.362291392104	16.6316181958	4.53880391812e-05	0.00320427767518	-1.48249989996	2.28127538701
YMR303C	523.021536258	-5.21279282972	1.11468462897	19.7380909689	8.88133956725e-06	0.000832395894613	-5.21279282972	2.71851957201
YMR305C	634.203388217	-1.0276915912	0.293873096214	12.136832922	0.000494356572768	0.0176727981272	-1.0276915912	2.80222855791
YMR307W	3460.33245155	-1.27012702969	0.278187871441	20.6816245439	5.42339762076e-06	0.00054595536049	-1.27012702969	3.53911782565
YMR308C	682.670119198	-1.06129107288	0.279751729545	14.3349665984	0.000152996513143	0.00792084805188	-1.06129107288	2.83421089399
YMR309C	1122.72345065	-1.05277311989	0.338549707939	9.63386640253	0.00191022065247	0.0453448011652	-1.05277311989	3.05027279397
YMR316W	102.202603938	2.22151941486	0.694920726597	12.3265746108	0.000446555089243	0.0165134249328	2.22151941486	2.00946196098
YNL014W	39.025863571	-6.84988891292	1.59838768741	27.1570499234	1.8757991876e-07	3.39167735064e-05	-6.84988891292	1.59135252198
YNL032W	53.0678113708	2.01152721496	0.6977166911	9.534122562	0.00201686572255	0.0474618271333	2.01152721496	1.72483117677
YNL066W	323.263780361	-1.25104599954	0.350320627021	12.6634390285	0.000372875712633	0.0144782312419	-1.25104599954	2.50955704742
YNL085W	487.518384145	-0.840637343788	0.283549504299	8.78816231357	0.00303191519843	0.0635796381014	-0.840637343788	2.68799099743
YNL087W	202.037873961	-1.04728707971	0.327420479177	10.202909133	0.00140219280611	0.0364704310719	-1.04728707971	2.30543278979
YNL101W	74.743625343	1.50089342503	0.536569444117	8.13439804086	0.00434332645289	0.0800349918573	1.50089342503	1.87357415892
YNL112W	897.860912455	-1.24657210812	0.344130480696	13.0611082685	0.000301490988099	0.0124159470553	-1.24657210812	2.95320906536
YNL131W	196.457334291	1.09990543021	0.399092706334	7.56926244234	0.00593720751177	0.0993066462585	1.09990543021	2.29326824686
YNL142W	24.3253128002	-4.45099609306	1.55841876223	11.8868648945	0.000565311950578	0.0196265311822	-4.45099609306	1.38605843359
YNL143C	209.256409997	11.658453185	2.31508847599	11.9218473672	0.000554794363678	0.019457175232	11.658453185	2.32067877029
YNL159C	47.9550498545	1.9788332159	0.614954488597	10.7732532047	0.00102977353939	0.0293081097388	1.9788332159	1.68083434682
YNL190W	526.693154645	-1.56557736062	0.309524929746	25.3084609977	4.88560957655e-07	7.3772704606e-05	-1.56557736062	2.72155767393
YNL216W	207.571175011	-1.10822706281	0.337864513372	10.6855492183	0.00107975673017	0.0301002953088	-1.10822706281	2.31716704377
YNL230C	33.1052434999	2.62119021698	1.00558339477	8.60256070271	0.00335690675441	0.0678730111945	2.62119021698	1.51989678661
YNL303W	6.825685288	9.65193670577	2.64613388712	8.46649161842	0.00361748481372	0.0720316756314	9.65193670577	0.83414626038
YNR004W	24.3052268663	3.15854001675	1.16348002712	10.8505471667	0.000987665691383	0.0287109663014	3.15854001675	1.38569967916
YNR016C	2309.90208406	-1.4480884558	0.43270946479	11.0928344905	0.000866619218457	0.0266154919296	-1.4480884558	3.36359357069
YNR060W	222.34924677	3.36508697331	0.891105818715	24.9016709703	6.03301098356e-07	8.63038097543e-05	3.36508697331	2.34703566257
YOL004W	327.074754039	-1.35501645348	0.287095361606	22.1972062436	2.46031538849e-06	0.00028455903089	-1.35501645348	2.51464702347
YOL014W	43.1225745515	2.36171166555	0.799602505625	10.6872028496	0.00107879197649	0.0301002953088	2.36171166555	1.63470468168
YOL029C	32.4575934579	4.16064854331	1.52991269942	9.67718975949	0.00186569775789	0.0444821623329	4.16064854331	1.51131631627
YOL090W	202.016437786	-1.19298546128	0.327666734183	13.1929782671	0.000280999976344	0.0119503143271	-1.19298546128	2.3053867088
YOL125W	95.2952491513	-1.53153158763	0.516548527529	8.46981792076	0.00361087573364	0.0720316756314	-1.53153158763	1.97907124986
YOL130W	180.846794002	-2.26029382537	0.436805055758	26.6649097938	2.41976311215e-07	4.11057258676e-05	-2.26029382537	2.25731081412
YOL159C-A	6.62268326004	-4.93991351714	1.75253579304	8.88487481681	0.00287542757967	0.0616669880639	-4.93991351714	0.821033984745
YOR027W	1081.06483971	-1.00958917484	0.284070168538	12.5778715199	0.000390341031715	0.0150488925419	-1.00958917484	3.03385174269
YOR032C	32.9218203628	4.39290807218	1.53832645053	10.8152876902	0.00100665380772	0.0288774515405	4.39290807218	1.51748384087
YOR043W	183.432012424	-1.48607173809	0.43308095298	12.0611205508	0.000514843363302	0.0181733020968	-1.48607173809	2.26347513071
YOR085W	277.399934504	-1.02949070347	0.33148742	9.58880193066	0.00195767644319	0.0462692571529	-1.02949070347	2.4431063542
YOR086C	259.939937855	-0.940326090026	0.305891981599	9.41264478165	0.00215494175679	0.0502758085404	-0.940326090026	2.41487301077
YOR151C	536.856808262	-0.915210792472	0.271568188473	11.3258101735	0.000764371706701	0.0240520302416	-0.915210792472	2.72985846508
YOR162C	73.2822223667	2.11646988851	0.54529073176	16.2739549045	5.48122020306e-05	0.00381998884921	2.11646988851	1.86499863133
YOR168W	907.640117713	-0.802518414878	0.261955253634	9.37314489218	0.00220187427087	0.0511512330617	-0.802518414878	2.95791368346
YOR175C	215.543934874	1.02830148932	0.349896840721	8.62257179686	0.00332022737998	0.0678524663067	1.02830148932	2.33353580688
YOR178C	26.9305384446	7.61573799678	1.5746676491	39.2809091318	3.67012239443e-10	1.66256544468e-07	7.61573799678	1.43024503671
YOR180C	22.4877347911	3.66504275018	1.18634786574	14.1429275047	0.000169432865126	0.00852812087803	3.66504275018	1.35194571078
YOR204W	1095.87176309	-1.61708335894	0.282153716444	32.513110698	1.18391143341e-08	3.217871276e-06	-1.61708335894	3.03975973678
YOR208W	66.7357904138	2.69378430796	0.939811420233	11.3281030867	0.000763428463481	0.0240520302416	2.69378430796	1.82435880859
YOR220W	70.9691621694	1.49617020198	0.501643593762	9.114799077	0.00253549803861	0.0569544104871	1.49617020198	1.85106967817
YOR273C	190.845482387	2.37783190837	0.402305748013	34.9753126237	3.33912181118e-09	1.06773330386e-06	2.37783190837	2.28068188397
YOR303W	218.409308277	1.29857893974	0.358866119066	13.2715012734	0.000269471324252	0.0116917512306	1.29857893974	2.33927114341
YOR310C	1493.6547868	-0.993658034806	0.30933639121	10.2647427569	0.00135596642916	0.0357817160626	-0.993658034806	3.17425023502
YOR317W	508.829532686	-1.21992195236	0.310205739907	15.4774536256	8.34952813814e-05	0.00546843794686	-1.21992195236	2.70657231001
YOR326W	343.972578697	-1.14175746743	0.379528360436	9.02652272683	0.00266090172161	0.0587994380433	-1.14175746743	2.53652382224
YOR335C	1385.18750268	-0.942337014682	0.290032822289	10.5244402711	0.00117806087723	0.0323431259022	-0.942337014682	3.14150856464
YOR341W	1102.98090342	-1.25126880865	0.348115393991	12.8542998052	0.000336704671103	0.0132632361747	-1.25126880865	3.0425679933
YOR350C	72.415299349	-1.87688282413	0.621740035549	9.01816010203	0.00267310332495	0.0588299177102	-1.87688282413	1.8598303303
YOR368W	38.2253794779	2.46536635208	0.752011288394	11.3919480447	0.000737631361288	0.0238676433331	2.46536635208	1.58235180551
YPL052W	29.383742184	3.6645140547	0.894773805944	19.440975058	1.03756955138e-05	0.000909714206659	3.6645140547	1.46810710481
YPL085W	299.82257246	-1.10825155014	0.352470102504	9.85092780666	0.00169746126996	0.0413860003932	-1.10825155014	2.47686432606
YPL088W	162.404020101	3.28161586	0.815744521092	24.6447376113	6.89327285421e-07	9.42996295866e-05	3.28161586	2.21059677543
YPL095C	72.9342514128	1.66754151217	0.57777477557	8.65488527274	0.00326185616012	0.0669111324016	1.66754151217	1.86293152977
YPL106C	3311.99184378	-1.07472246376	0.273881034503	15.3163325945	9.09269625022e-05	0.00582235501523	-1.07472246376	3.52008925861
YPL119C	14.3522171782	3.15706097788	1.08267638072	10.1275320903	0.00146070853963	0.0374547717992	3.15706097788	1.15691899751
YPL128C	102.48841421	-1.84959828297	0.406060235034	20.5202725057	5.90030255581e-06	0.00058316444897	-1.84959828297	2.0106747734
YPL160W	1890.16920965	-1.62915255265	0.287844443317	31.6871253849	1.8111891109e-08	4.68839238421e-06	-1.62915255265	3.27650068435
YPL165C	29.4085080662	4.55312531452	1.60930589961	9.68440128626	0.00185838932917	0.0444821623329	4.55312531452	1.46847299271
YPL175W	73.7483462006	1.60855116849	0.575801988503	8.42494549523	0.0037010774018	0.072631973849	1.60855116849	1.86775228575
YPL214C	72.416683366	1.90473682446	0.651768152511	9.8052217797	0.00174017049123	0.0422302088855	1.90473682446	1.85983863055
YPL216W	64.2666316689	-2.95091003285	0.887817142297	13.6397570085	0.000221446092475	0.0102887261427	-2.95091003285	1.80798553834
YPL217C	330.492935003	-1.1441596157	0.413211473771	7.64494912351	0.00569315019109	0.096268752616	-1.1441596157	2.51916217994
YPL226W	1302.35186788	-1.22400324289	0.321001154096	14.4692781164	0.000142464217034	0.00744649503652	-1.22400324289	3.11472833725
YPL231W	3434.08511342	-1.29912545492	0.429509280812	9.07502028696	0.0025912470137	0.0577295851084	-1.29912545492	3.5358110549
YPL240C	1750.70505288	-1.8701915515	0.49066602489	14.2860740804	0.000157022267142	0.00805257588854	-1.8701915515	3.24321298521
YPR033C	631.193639509	-0.91137784655	0.280884249978	10.4990846971	0.00119433692896	0.0326252037478	-0.91137784655	2.80016261387
YPR065W	160.115295496	-2.15816292127	0.371791136167	33.2338924792	8.17138165205e-09	2.33787529792e-06	-2.15816292127	2.20443282119
YPR074C	3155.13426413	-0.987080715958	0.298900633695	10.8588437398	0.000983250666051	0.0287109663014	-0.987080715958	3.49901784502
YPR127W	84.4493674681	1.31902414242	0.462187691826	8.36268543188	0.00383004140551	0.0740929006418	1.31902414242	1.92659640102
YPR145W	1578.04630612	-0.976032775223	0.283261256054	11.8348943222	0.000581309975657	0.0198897363865	-0.976032775223	3.19811974298
YPR154W	88.8004000986	-1.21673978187	0.415987767567	8.60385264742	0.00335452629253	0.0678730111945	-1.21673978187	1.94841492254
