	expression_lfc	efficiency_lfc	d_expression	d_efficiency
YDR270W	0.850784110953	-0.078237475888	Increase	Decrease
YDR272W	-1.60255473106	-0.479982061864	Decrease	Decrease
YDR273W	0.14857335254	-0.0967982063717	Increase	Decrease
YDR274C	-1.85402574754	0.994477493096	Decrease	Increase
YDR275W	0.256564631776	0.715791583672	Increase	Increase
YDR276C			No change	No change
YDR277C	-0.306211311268	-0.111002381747	Decrease	Decrease
YDR279W	-0.893566416401	0.0971413018005	Decrease	Increase
YDR281C	-1.67029544946	-0.986578539034	Decrease	Decrease
YDR282C	-0.43806064773	0.797062315656	Decrease	Increase
YDR283C	0.771267243043	-0.300777272803	Increase	Decrease
YDR284C	-0.387405372288	-0.229922281099	Decrease	Decrease
YDR285W	-0.946868329001	-4.44922659654	Decrease	Decrease
YDR286C	-0.275511049596	-1.20437077585	Decrease	Decrease
YDR287W	-0.740254737681	-0.0403363554467	Decrease	Decrease
YDR288W	-0.815997367755	1.17148593504	Decrease	Increase
YDR289C	1.29605584026	-0.549547960611	Increase	Decrease
YDR291W	-0.27290569567	0.568548785394	Decrease	Increase
YDR292C	-0.261882661858	0.322267121221	Decrease	Increase
YDR293C	0.42938064056	-0.219688866257	Increase	Decrease
YDR294C	-0.253510375621	-0.0371772449941	Decrease	Decrease
YDR295C	-0.186678244472	-0.261887507504	Decrease	Decrease
YDR296W	0.500283293488	0.461800543774	Increase	Increase
YDR297W	-0.376687686493	-0.760638220898	Decrease	Decrease
YDR298C	0.321242148419	-0.299281850033	Increase	Decrease
YDR299W	0.986308118986	1.04542476244	Increase	Increase
YDR300C	0.631831367511	-0.460237733839	Increase	Decrease
YDR301W	0.693899277778	-1.18349267138	Increase	Decrease
YDR302W	0.222001806259	0.0407061493151	Increase	Increase
YDR303C	0.0102946741478	-0.291647311775	Increase	Decrease
YDR304C	-0.267037404271	0.163210199111	Decrease	Increase
YDR305C	-0.0699011242392	0.155412334332	Decrease	Increase
YDR306C	-1.11385890022	0.16792394674	Decrease	Increase
YDR307W	0.0242314047474	-0.83910470181	Increase	Decrease
YDR308C	-0.844942712379	-0.195847812329	Decrease	Decrease
YDR309C	0.903827465089	-1.61828139521	Increase	Decrease
YDR310C	0.519076752923	-0.419500663919	Increase	Decrease
YDR311W	-0.0845530312382	0.789015164666	Decrease	Increase
YDR312W	0.148299196594	-0.291945959921	Increase	Decrease
YDR313C	0.589437293062	-0.814407002682	Increase	Decrease
YDR314C	-0.838600426532	1.13196930414	Decrease	Increase
YDR315C	0.182920682597	0.555956659205	Increase	Increase
YDR316W	-0.0870844357702	0.472669887196	Decrease	Increase
YDR317W	-0.563261310128	-0.36047360352	Decrease	Decrease
YDR318W	-0.263989194633	0.469875384574	Decrease	Increase
YDR319C	-0.6393160484	1.33202124831	Decrease	Increase
YDR320C	-0.398538193789	0.251597308301	Decrease	Increase
YDR320C-A	0.378172176869	-1.14134039982	Increase	Decrease
YDR321W	0.284774959405	-0.324354346314	Increase	Decrease
YDR322C-A	0.255493189338	-0.0839347410771	Increase	Decrease
YDR322W	-0.00320493617438	0.545316528643	Decrease	Increase
YDR323C	-0.670397856047	0.703041153243	Decrease	Increase
YDR324C	1.06159623396	-0.176236089134	Increase	Decrease
YDR325W	0.977679047668	-0.592467180173	Increase	Decrease
YDR326C	0.740409159566	-0.684347521026	Increase	Decrease
YDR328C	0.0534411077167	0.21700180989	Increase	Increase
YDR329C	-0.805562812655	0.755561085662	Decrease	Increase
YDR330W	-0.610318999934	0.71899202907	Decrease	Increase
YDR331W	1.2924187411	-0.948582253173	Increase	Decrease
YDR332W	-0.483757508547	2.50157801432	Decrease	Increase
YDR333C	0.105782998543	0.852470572425	Increase	Increase
YDR334W	0.960502442368	-0.274277541196	Increase	Decrease
YDR335W	0.00134550015341	-0.0620869255398	Increase	Decrease
YDR336W	-0.537726452764	-0.134345950827	Decrease	Decrease
YDR337W	0.158911895631	0.519141873467	Increase	Increase
YDR338C	-0.785153571706	1.2356788878	Decrease	Increase
YDR339C	1.30559679782	-0.66212601994	Increase	Decrease
YDR341C	0.942919222781	-0.870667495573	Increase	Decrease
YDR346C	0.558502949472	-0.552842166393	Increase	Decrease
YDR347W	0.589261516591	-0.218638889453	Increase	Decrease
YDR348C	-0.711596579298	0.503282248147	Decrease	Increase
YDR349C	0.400754112419	-0.825315231816	Increase	Decrease
YDR350C	-2.12026932038	1.15352530856	Decrease	Increase
YDR351W	-0.502507701083	0.801213969984	Decrease	Increase
YDR352W	0.232891006269	-0.524603824626	Increase	Decrease
YDR353W	-0.12095347571	-0.720563576119	Decrease	Decrease
YDR354W	-0.752373913369	0.0419058013399	Decrease	Increase
YDR356W	1.14466327836	-1.7650470473	Increase	Decrease
YDR357C	-0.801341476001	-0.541600070611	Decrease	Decrease
YDR358W	-1.05364836307	0.638317846881	Decrease	Increase
YDR359C	0.886964506189	-0.167886183172	Increase	Decrease
YDR361C	1.15463108379	-0.500119127688	Increase	Decrease
YDR362C	0.0588011951394	0.753076567658	Increase	Increase
YDR363W	0.34782699018	0.385786078959	Increase	Increase
YDR363W-A	-0.0908024081052	-0.0629410302883	Decrease	Decrease
YDR364C	0.10173197676	0.438700913552	Increase	Increase
YDR365C	0.943058809874	-0.582863011675	Increase	Decrease
YDR367W	0.478959404736	-0.116419105623	Increase	Decrease
YDR368W	-0.226219611265	-0.277087047858	Decrease	Decrease
YDR369C	0.301883209209	-0.569376223279	Increase	Decrease
YDR370C	0.272401949042	1.23489420608	Increase	Increase
YDR371W	-0.623369167583	0.430343010517	Decrease	Increase
YDR372C	-0.221979616445	0.63269798106	Decrease	Increase
YDR373W	0.0738110186746	-0.67126173235	Increase	Decrease
YDR374C	2.58888631043	-0.957180667092	Increase	Decrease
YDR374W-A	-0.234385792753	-2.48681150164	Decrease	Decrease
YDR375C	0.117167454515	0.176250268529	Increase	Increase
YDR376W	0.242621132499	-0.184446208172	Increase	Decrease
YDR377W	0.918274664564	-0.825731485556	Increase	Decrease
YDR378C	-0.229461390617	0.0437497637426	Decrease	Increase
YDR379C-A	0.682196499444	1.30611992889	Increase	Increase
YDR379W	0.00479991243954	0.812509247696	Increase	Increase
YDR380W	1.40664916369	1.32181211707	Increase	Increase
YDR381C-A	-0.642791380853	0.439725102745	Decrease	Increase
YDR381W	0.528290374184	-0.565981642058	Increase	Decrease
YDR382W	1.01327316203	-1.47240469277	Increase	Decrease
YDR383C	-1.28685459677	-0.173971331873	Decrease	Decrease
YDR384C	0.469061142343	-0.889728058525	Increase	Decrease
YDR386W	-0.349062043458	0.578513586518	Decrease	Increase
YDR387C	-0.937147097551	1.23844167458	Decrease	Increase
YDR388W	-0.632491617329	-0.287586633675	Decrease	Decrease
YDR389W	0.756686317594	-0.467861459046	Increase	Decrease
YDR390C	-0.391888139043	-0.0265041964156	Decrease	Decrease
YDR391C	-0.81819063038	-0.925147876322	Decrease	Decrease
YDR392W	-0.17589770767	0.142985309292	Decrease	Increase
YDR393W	-0.423610082032	0.451456005048	Decrease	Increase
YDR394W	-0.0401583168531	0.0838669285713	Decrease	Increase
YDR395W	1.17263966505	-0.901777122048	Increase	Decrease
YDR397C	0.0369967087643	-0.406438847695	Increase	Decrease
YDR398W	1.5801473136	-0.507592485833	Increase	Decrease
YDR399W	1.58723418616	0.0594870281557	Increase	Increase
YDR400W	-0.510744354208	-2.80485629746	Decrease	Decrease
YDR402C	-0.202625550676	-3.10951145406	Decrease	Decrease
YDR403W	-0.0146902152437	-2.37836489887	Decrease	Decrease
YDR404C	-0.0379673997597	0.0487884708592	Decrease	Increase
YDR405W	0.355349030539	0.351977494943	Increase	Increase
YDR406W	-1.10858103721	-1.81559006117	Decrease	Decrease
YDR407C	-0.179121759038	0.319903722252	Decrease	Increase
YDR408C	0.232307275619	-0.278488030073	Increase	Decrease
YDR409W	0.945516215145	-0.0737047117852	Increase	Decrease
YDR410C	0.143806259034	-0.28581267932	Increase	Decrease
YDR411C	-0.0333525824359	0.118430254479	Decrease	Increase
YDR412W	0.840273390621	0.0714890826024	Increase	Increase
YDR414C	-0.370344279541	-0.0295905848824	Decrease	Decrease
YDR415C	0.0631590822068	-0.168390207785	Increase	Decrease
YDR416W	0.562937344256	-0.409386131752	Increase	Decrease
YDR418W	0.268531783107	-0.0629778202922	Increase	Decrease
YDR419W	0.241096246014	-0.216093771134	Increase	Decrease
YDR420W	-0.010237137556	0.565316832183	Decrease	Increase
YDR421W	-0.0796500257952	-0.642347727458	Decrease	Decrease
YDR422C	-0.139324845001	0.618271341466	Decrease	Increase
YDR423C	-0.816801161601	-0.585127478293	Decrease	Decrease
YDR424C	0.588440374297	-1.36664426286	Increase	Decrease
YDR425W	-0.933883476572	0.316769403632	Decrease	Increase
YDR427W	0.106918149576	0.3913054304	Increase	Increase
YDR428C	-0.921352929094	-0.407678967276	Decrease	Decrease
YDR429C	0.819165416488	-0.138054583706	Increase	Decrease
YDR430C	0.950671460601	-0.0183991249894	Increase	Decrease
YDR431W			No change	No change
YDR432W	0.207760534374	0.0125920130429	Increase	Increase
YDR434W	0.0615249418572	-0.19080833163	Increase	Decrease
YDR435C	-0.233546387695	0.926709964489	Decrease	Increase
YDR436W	-0.793512409541	0.518115702722	Decrease	Increase
YDR437W	0.231762388245	-1.11640933842	Increase	Decrease
YDR438W	-0.28984467267	0.286202787556	Decrease	Increase
YDR439W	-0.409469720979	0.955082826207	Decrease	Increase
YDR440W	-0.263494823473	0.0969294504207	Decrease	Increase
YDR441C	-1.39678552559	0.0411416595006	Decrease	Increase
YDR443C	0.132171309687	0.70379951261	Increase	Increase
YDR444W	0.392228572059	4.00918137351	Increase	Increase
YDR446W	-0.136371236211	-2.19175387102	Decrease	Decrease
YDR447C	0.323288852313	-0.142344804402	Increase	Decrease
YDR448W	-0.444611933886	0.704058695835	Decrease	Increase
YDR449C	0.825828053259	0.799955103131	Increase	Increase
YDR450W	0.365486637888	-0.220512421437	Increase	Decrease
YDR451C	-0.687096766728	-0.357058486839	Decrease	Decrease
YDR452W	0.820143481113	-0.963325178922	Increase	Decrease
YDR453C	0.606854990049	2.53298149963	Increase	Increase
YDR454C	0.0429116005592	-0.00463832873413	Increase	Decrease
YDR455C	-0.165521797707	1.12119295977	Decrease	Increase
YDR456W	-0.68816103332	0.411631516959	Decrease	Increase
YDR457W	0.579603841164	-1.03367107887	Increase	Decrease
YDR458C	0.026048094603	-0.354428632537	Increase	Decrease
YDR459C	-0.394174439856	1.08779589867	Decrease	Increase
YDR460W	-0.327700656067	0.885056417732	Decrease	Increase
YDR461C-A	-1.95249618478	1.73582738603	Decrease	Increase
YDR461W			No change	No change
YDR462W	0.564068628272	-0.676903052485	Increase	Decrease
YDR463W	-0.29366887454	0.199883919487	Decrease	Increase
YDR464W	1.19993624989	-1.19674920808	Increase	Decrease
YDR465C	1.31602871929	0.193890458872	Increase	Increase
YDR466W	-0.113634568528	-0.159651337008	Decrease	Decrease
YDR468C	-0.387442396145	0.64024339191	Decrease	Increase
YDR469W	-0.233759167364	0.314960967732	Decrease	Increase
YDR470C	0.681206897356	-0.107034165213	Increase	Decrease
YDR471W	0.797192457175	0.164693043383	Increase	Increase
YDR472W	-0.665203224691	0.00758025703706	Decrease	Increase
YDR473C	0.523334314994	-0.786905149391	Increase	Decrease
YDR475C	-0.847213045507	0.344879820961	Decrease	Increase
YDR476C	0.236228968176	0.169700931306	Increase	Increase
YDR477W	0.201677226722	0.105469576934	Increase	Increase
YDR478W	0.146523677541	0.316709440476	Increase	Increase
YDR479C	-1.28300457185	0.15780305921	Decrease	Increase
YDR480W	-0.439798187222	0.294513210322	Decrease	Increase
YDR481C	-1.93878224465	-0.832872487113	Decrease	Decrease
YDR482C	0.376667691832	0.876260293798	Increase	Increase
YDR483W	-0.403758826123	0.0449438829582	Decrease	Increase
YDR484W	-0.593471500674	0.843061988381	Decrease	Increase
YDR485C	-0.156275641361	0.0889874509792	Decrease	Increase
YDR486C	0.209278889279	0.233742974391	Increase	Increase
YDR487C	-0.224556119983	-0.374685588288	Decrease	Decrease
YDR488C	0.920400137305	-0.733097356679	Increase	Decrease
YDR489W	0.0359805786759	-0.463837947085	Increase	Decrease
YDR490C	-0.436195815433	-0.187619695981	Decrease	Decrease
YDR491C	-0.135047764266	3.38098953262	Decrease	Increase
YDR492W	0.405788032117	-0.158184625065	Increase	Decrease
YDR493W	0.464974962405	0.275219495882	Increase	Increase
YDR494W	-0.469280393576	1.08798971398	Decrease	Increase
YDR495C	-0.721254764257	0.239281822681	Decrease	Increase
YDR496C	1.00976658284	0.0433383664971	Increase	Increase
YDR497C	-0.274359367044	-1.12784604523	Decrease	Decrease
YDR498C	-0.676512684985	1.25597958611	Decrease	Increase
YDR499W	0.209968498604	-0.157769401534	Increase	Decrease
YDR500C	0.814835661853	-0.889819783662	Increase	Decrease
YDR501W	0.3689646617	1.1436210776	Increase	Increase
YDR502C	1.51731709775	-1.11095518884	Increase	Decrease
YDR503C	-0.192781730697	0.159095209426	Decrease	Increase
YDR504C	-0.906287943087	2.45794024216	Decrease	Increase
YDR505C	0.103424044973	-0.301015473206	Increase	Decrease
YDR506C	-1.87247172611	0.630587370093	Decrease	Increase
YDR507C	1.00343261398	-1.03719286875	Increase	Decrease
YDR508C	0.643345954759	-0.669459358918	Increase	Decrease
YDR510W	-0.46112444903	-0.664478018026	Decrease	Decrease
YDR511W	-0.434088273213	-0.600710331294	Decrease	Decrease
YDR512C	1.54847288546	-0.15562751962	Increase	Decrease
YDR513W	-0.8648060661	-0.133056640895	Decrease	Decrease
YDR514C	0.817020522335	0.0791276668368	Increase	Increase
YDR515W	1.45994448218	-0.713236097843	Increase	Decrease
YDR516C	-1.15854496535	-0.419932840045	Decrease	Decrease
YDR517W	-0.397603087499	-0.0915570315012	Decrease	Decrease
YDR518W	-0.19654883811	-0.789848511079	Decrease	Decrease
YDR519W	0.348967028902	-0.718706513042	Increase	Decrease
YDR520C	0.0640171877972	-0.593703743707	Increase	Decrease
YDR522C	-0.470806393371	1.07625101457	Decrease	Increase
YDR524C	0.492042735737	-0.210419656267	Increase	Decrease
YDR525W	0.063323914575	2.10678380285	Increase	Increase
YDR525W-A	0.703268047173	-0.307804019148	Increase	Decrease
YDR527W	0.428507052417	-0.277840657605	Increase	Decrease
YDR528W	0.464164569493	-0.196250571115	Increase	Decrease
YDR529C	0.750079150015	0.567026035246	Increase	Increase
YDR530C	-0.653624221111	-0.542752318395	Decrease	Decrease
YDR531W	0.407654677197	0.343812222585	Increase	Increase
YDR532C	-0.353194581799	-0.461548869218	Decrease	Decrease
YDR533C	-3.02596103695	0.436328043884	Decrease	Increase
YDR536W	-0.568702347835	-0.416861030863	Decrease	Decrease
YDR538W	1.00330131229	-0.465411892099	Increase	Decrease
YDR539W	0.778308352891	0.327769094079	Increase	Increase
YDR541C	-1.17127282614	-2.47210119436	Decrease	Decrease
YDR542W	0.633882826185	1.36664073556	Increase	Increase
YEL001C	0.822641520304	-0.358423446306	Increase	Decrease
YEL002C	0.254647816555	-0.23558425845	Increase	Decrease
YEL003W	1.05920460088	-0.787126564491	Increase	Decrease
YEL004W	0.313380298437	0.583110068256	Increase	Increase
YEL005C	-0.186156662159	1.21792089044	Decrease	Increase
YEL006W	-0.195774412404	0.457500942766	Decrease	Increase
YEL008W	-0.53324980032	0.695097987407	Decrease	Increase
YEL009C	0.014113209187	0.834378031836	Increase	Increase
YEL011W	-1.95353692373	0.98030099336	Decrease	Increase
YEL012W	-0.384196342763	0.390749556536	Decrease	Increase
YEL013W	0.488486559601	-0.894096524822	Increase	Decrease
YEL014C	1.37017625831	-1.94699655624	Increase	Decrease
YEL015W	0.0906743897403	0.265585670965	Increase	Increase
YEL016C	-0.282212206086	0.982550385202	Decrease	Increase
YEL017C-A			No change	No change
YEL017W	-0.390422007411	0.0695859462923	Decrease	Increase
YEL018W	-1.25592936614	0.118639052394	Decrease	Increase
YEL019C	0.984295157184	-1.42919572373	Increase	Decrease
YEL020C	-1.13185416928	-0.234156620617	Decrease	Decrease
YEL020W-A	0.0529702991026	0.0380485421117	Increase	Increase
YEL021W	-0.475748608386	-1.04164507181	Decrease	Decrease
YEL022W	0.477776706938	-0.716552922731	Increase	Decrease
YEL023C	-2.26512956811	1.47658200406	Decrease	Increase
YEL024W	1.31812967888	0.152142760659	Increase	Increase
YEL025C	-0.7303795198	0.182575567188	Decrease	Increase
YEL026W	1.03808266477	-0.864476167294	Increase	Decrease
YEL027W	0.165461341307	-1.15070957116	Increase	Decrease
YEL028W	-1.86561083368	1.78334174141	Decrease	Increase
YEL029C	-0.000853792631734	-0.087908299708	Decrease	Decrease
YEL030W	-1.0559041524	1.20695149149	Decrease	Increase
YEL031W	0.935467010775	-1.20606708391	Increase	Decrease
YEL032W	0.275521746398	-0.191506430383	Increase	Decrease
YEL033W	1.64387776393	1.91077333812	Increase	Increase
YEL034C-A	1.74417269116	-1.16536147216	Increase	Decrease
YEL034W	3.34543824856	-1.93725053395	Increase	Decrease
YEL035C	-0.0182935084852	1.43094508483	Decrease	Increase
YEL036C	0.571713041477	0.225123927334	Increase	Increase
YEL037C	0.428577570178	-0.0570468618312	Increase	Decrease
YEL038W	0.368722191547	-0.112060235643	Increase	Decrease
YEL039C	-0.269901587939	1.56313854885	Decrease	Increase
YEL040W	0.579351486096	0.24589678401	Increase	Increase
YEL041W	-0.532121810918	-1.24827665466	Decrease	Decrease
YEL042W	0.211731941111	-0.883592360019	Increase	Decrease
YEL043W	0.350076299346	0.1858152327	Increase	Increase
YEL044W	1.3195354342	-0.32800800361	Increase	Decrease
YEL045C	0.19444105831	-0.210775641585	Increase	Decrease
YEL046C	0.35794907969	-0.707370814975	Increase	Decrease
YEL047C	-0.310085592882	-0.447846222129	Decrease	Decrease
YEL048C	-0.0146819752135	1.43903795102	Decrease	Increase
YEL050C	0.0463052846375	1.08526030806	Increase	Increase
YEL050W-A	2.30523278679	-9.43080511212	Increase	Decrease
YEL051W	-0.16907848355	0.0132225622743	Decrease	Increase
YEL052W	-1.42868802824	-0.668052319431	Decrease	Decrease
YEL053C	0.394306329528	-0.533452492478	Increase	Decrease
YEL054C	0.743014068456	-0.0985199548152	Increase	Decrease
YEL055C	0.440185838252	-0.680667555185	Increase	Decrease
YEL056W	-0.0914901117978	0.109295340863	Decrease	Increase
YEL057C	0.050626525339	-4.03047575433	Increase	Decrease
YEL058W	0.51469623431	-0.188805225457	Increase	Decrease
YEL059C-A	-0.357557954035	1.16023274815	Decrease	Increase
YEL059W	-0.448234676951	3.54002123615	Decrease	Increase
YEL060C	0.608754727432	0.072037607168	Increase	Increase
YEL061C	0.428772103528	-1.04082711721	Increase	Decrease
YEL062W	-0.376485477522	0.411641055975	Decrease	Increase
YEL063C	0.576965843731	-1.02993569882	Increase	Decrease
YEL064C	-1.52565122412	0.598804673412	Decrease	Increase
YEL065W	1.63803489144	-0.333534741894	Increase	Decrease
YEL066W	0.327908152171	0.214157607827	Increase	Increase
YEL067C	0.0951539913607	1.2084475345	Increase	Increase
YEL068C	-1.02965670228	-0.804350876385	Decrease	Decrease
YEL070W	0.750064128355	-0.498897609128	Increase	Decrease
YEL071W	-0.468352620947	-0.69634924008	Decrease	Decrease
YEL072W	0.134173617336	-1.01592933652	Increase	Decrease
YER001W	1.77911336151	-0.896529496318	Increase	Decrease
YER002W	1.10315049729	-0.0687179050149	Increase	Decrease
YER003C	-0.579144051502	0.0534150073265	Decrease	Increase
YER004W	-0.319035963966	-0.628386626272	Decrease	Decrease
YER005W	-0.21759311279	0.143419035309	Decrease	Increase
YER006W	0.840414343332	-0.323569571139	Increase	Decrease
YER007C-A	-0.0334433627073	0.293276262867	Decrease	Increase
YER007W	0.475779005342	0.278055341867	Increase	Increase
YER008C	0.550044491771	-0.226303909545	Increase	Decrease
YER009W	0.0578970361589	-0.169560449337	Increase	Decrease
YER010C	-2.07475765192	-0.829083012933	Decrease	Decrease
YER012W	-0.147065739213	-0.267631012431	Decrease	Decrease
YER013W	0.284819251221	-0.992001568498	Increase	Decrease
YER014W	-1.0043459184	-0.526688773442	Decrease	Decrease
YER015W	0.501420403106	1.51472204776	Increase	Increase
YER016W	-0.0698169265839	-0.21597525417	Decrease	Decrease
YER017C	0.391728867533	-0.278996327074	Increase	Decrease
YER018C	0.577129213374	-0.112628972316	Increase	Decrease
YER019C-A	0.241410841437	0.0791208458683	Increase	Increase
YER019W	-0.700495601808	0.14695119067	Decrease	Increase
YER020W	-0.556088309065	-0.390044706746	Decrease	Decrease
YER021W	-0.426369240277	0.268494336401	Decrease	Increase
YER022W	-0.148033770128	-0.0183233909945	Decrease	Decrease
YER023W	-0.0397549397655	-0.630191585728	Decrease	Decrease
YER024W	-0.50509703802	-4.12624137408	Decrease	Decrease
YER025W	0.726508981821	-0.718958924487	Increase	Decrease
YER026C	-0.997668190863	-0.154095789087	Decrease	Decrease
YER027C	-0.94650280216	0.332168207694	Decrease	Increase
YER028C	-1.20122505769	0.129414112282	Decrease	Increase
YER029C	0.867764389216	-0.234319614893	Increase	Decrease
YER030W	1.26140405835	-0.659225671839	Increase	Decrease
YER031C	-0.152352756886	0.441680253995	Decrease	Increase
YER032W	0.186950104218	0.223401984334	Increase	Increase
YER033C	0.852517103617	0.0691162983542	Increase	Increase
YER034W	0.113176652827	1.40939073888	Increase	Increase
YER035W	-1.0664444876	-0.513650310637	Decrease	Decrease
YER036C	1.33115920262	-1.07375119693	Increase	Decrease
YER037W	-1.06463514361	-2.54686849565	Decrease	Decrease
YER038C	-0.120973047591	1.42732001127	Decrease	Increase
YER040W	-0.379213736805	-0.0920921902081	Decrease	Decrease
YER041W	-0.84282327315	0.460468283465	Decrease	Increase
YER042W	0.0310721724151	-0.0206861967508	Increase	Decrease
YER043C	1.33386495231	-1.18868345083	Increase	Decrease
YER044C	2.05560744329	0.0238309657312	Increase	Increase
YER044C-A	0.0268596445065	4.85903302467	Increase	Increase
YER045C	0.457778701026	0.695214242937	Increase	Increase
YER046W	-0.431947685137	-2.24369690078	Decrease	Decrease
YER047C	-0.754903160125	0.658151182919	Decrease	Increase
YER048C	0.00915342257039	-0.382582788918	Increase	Decrease
YER048W-A	0.0707603909984	0.235430161988	Increase	Increase
YER049W	1.200920161	-0.803620104682	Increase	Decrease
YER050C	0.580489811032	0.524999711059	Increase	Increase
YER051W	-0.387512607078	0.604395251171	Decrease	Increase
YER052C	-0.0757583700127	-0.44505107174	Decrease	Decrease
YER053C	-2.22649361242	0.710697153224	Decrease	Increase
YER053C-A			No change	No change
YER054C	-0.780980444802	1.43312181875	Decrease	Increase
YER055C	-0.614744226321	-0.194153023801	Decrease	Decrease
YER056C-A	0.698153287646	-0.643677787567	Increase	Decrease
YER057C	-0.425321459039	-0.410525703902	Decrease	Decrease
YER058W	0.164244903527	-0.162725401915	Increase	Decrease
YER059W	-0.352630518678	0.876201864897	Decrease	Increase
YER060W	1.42499206734	-0.011982562664	Increase	Decrease
YER061C	-0.0203081966464	0.356440572837	Decrease	Increase
YER062C	-0.662368803094	-0.769229227206	Decrease	Decrease
YER063W	-0.740641053889	-0.00908082315093	Decrease	Decrease
YER064C	-0.359437199607	0.973831472674	Decrease	Increase
YER065C	-0.627666738575	1.27091378364	Decrease	Increase
YER066C-A	-2.05022100762	5.26230618108	Decrease	Increase
YER066W	-0.851317346267	1.10694682577	Decrease	Increase
YER067W	-3.54581834902	-2.09162005399	Decrease	Decrease
YER068C-A	-0.0104812283404	1.46500583347	Decrease	Increase
YER068W	-0.151530508162	0.0502757779919	Decrease	Increase
YER069W	1.46324773293	0.397433264678	Increase	Increase
YER070W	0.241971740634	-0.700202844302	Increase	Decrease
YER071C	0.348231234586	-0.346287841188	Increase	Decrease
YER072W	-1.98317334044	-0.0994250933331	Decrease	Decrease
YER073W	0.58792156436	0.454590814333	Increase	Increase
YER074W	0.231472021115	-0.067956702338	Increase	Decrease
YER074W-A	-0.736160104907	-0.0693733121707	Decrease	Decrease
YER075C	1.03556310064	0.246998219614	Increase	Increase
YER076C	0.546999694864	0.7691535229	Increase	Increase
YER077C	-0.312794799011	0.514961406293	Decrease	Increase
YER078C	-0.895402314548	1.3109844893	Decrease	Increase
YER079W	-1.9365341199	-1.47303043371	Decrease	Decrease
YER080W	-0.782740742684	0.0733558496731	Decrease	Increase
YER081W	0.862602814465	2.88957189987	Increase	Increase
YER082C	0.430152164718	0.284806747123	Increase	Increase
YER083C	-0.394913665186	0.00131480840219	Decrease	Increase
YER084W	-0.0120844513868	2.10675084414	Decrease	Increase
YER085C	-1.89786108504	2.3794142246	Decrease	Increase
YER086W	-0.273864720588	-0.493731947897	Decrease	Decrease
YER087C-B	0.0152862265622	-0.82325619542	Increase	Decrease
YER087W	-0.398702763346	0.332088783768	Decrease	Increase
YER088C	-1.98334214582	0.232688327395	Decrease	Increase
YER088C-A	-0.816983320374	-3.6555216526	Decrease	Decrease
YER089C	-0.195323773039	0.0810272885195	Decrease	Increase
YER090W	-0.475053781924	-0.384841713093	Decrease	Decrease
YER091C	-0.11865866181	-0.599000091449	Decrease	Decrease
YER091C-A			No change	No change
YER092W	-0.0405235501215	0.185312791864	Decrease	Increase
YER093C-A	0.00422499130092	0.292054173135	Increase	Increase
YER094C	0.127603563703	0.342850627172	Increase	Increase
YER095W	0.478185936811	0.379882559788	Increase	Increase
YER096W	-0.453249931145	-0.431128715399	Decrease	Decrease
YER098W	-0.665396800078	-0.224951757114	Decrease	Decrease
YER099C	0.0675759431351	-0.19465460708	Increase	Decrease
YER100W	-0.63478624107	0.0405245674616	Decrease	Increase
YER101C	-0.308771192526	0.312976180102	Decrease	Increase
YER102W	0.393959016718	-1.02337675486	Increase	Decrease
YER103W	0.27554325629	-1.15532494145	Increase	Decrease
YER104W	-0.322209074308	-0.100711756499	Decrease	Decrease
YER105C	0.689547023765	-0.78412849514	Increase	Decrease
YER106W	-1.32992627622	0.2935887098	Decrease	Increase
YER107C	-0.30207540101	0.424270060541	Decrease	Increase
YER110C	0.915342653631	-0.786317611473	Increase	Decrease
YER111C	0.16529559232	-0.522708400771	Increase	Decrease
YER112W	-0.212068979907	0.906894281976	Decrease	Increase
YER113C	0.500907000506	-0.107311480768	Increase	Decrease
YER114C	-0.0754352847755	-0.446072162344	Decrease	Decrease
YER115C	-1.05727432134	-2.14841886356	Decrease	Decrease
YER116C	-0.421623118295	1.21478513946	Decrease	Increase
YER117W	0.749792764844	-0.775732058179	Increase	Decrease
YER118C	-0.132929151852	-0.272756307179	Decrease	Decrease
YER119C	-1.93802938698	-0.434671503309	Decrease	Decrease
YER120W	-0.370490590305	-0.175498926903	Decrease	Decrease
YER121W	-1.11739204879	1.85242526818	Decrease	Increase
YER122C	0.475980756978	-0.370462147636	Increase	Decrease
YER123W	0.786429563256	-0.60335165634	Increase	Decrease
YER124C	-1.03203316997	-0.869727943696	Decrease	Decrease
YER125W	1.68377867314	-2.4972523246	Increase	Decrease
YER126C	1.61450310965	-1.10096284061	Increase	Decrease
YER127W	1.25338998552	-0.312549727521	Increase	Decrease
YER128W	-0.697927943582	0.482110542977	Decrease	Increase
YER129W	0.0834301616919	0.69245519328	Increase	Increase
YER130C	-1.34019511595	1.63853447915	Decrease	Increase
YER131W	0.935823233344	-1.21124427989	Increase	Decrease
YER132C	-0.0860299250502	0.177565879052	Decrease	Increase
YER133W	-0.0328763495379	0.113725517721	Decrease	Increase
YER134C	-0.390134913064	0.395559625745	Decrease	Increase
YER136W	-0.180171819838	-0.309498151467	Decrease	Decrease
YER137C	0.685461309619	0.265519550774	Increase	Increase
YER139C	-0.651179976283	0.787351743619	Decrease	Increase
YER140W	-0.35500299857	1.31660708583	Decrease	Increase
YER141W	0.105880196055	-0.344084982444	Increase	Decrease
