	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	occupancy_lfc	logBaseMean
YDR032C	164.679762527	-1.28108019789	0.296260334985	-4.32417048997	1.53106859998e-05	0.000525156529793	-1.28108019789	2.21664023206
YDR033W	998.38416964	-1.0221643725	0.246057952997	-4.15416108299	3.2648312807e-05	0.00098602011383	-1.0221643725	2.99929768623
YDR043C	26.1602963905	-1.33990395777	0.477912416651	-2.80366006633	0.00505261452294	0.0553941893589	-1.33990395777	1.41764266014
YDR055W	178.386430853	-0.972415051372	0.306439852574	-3.17326562849	0.00150734546819	0.0222032912216	-0.972415051372	2.25136181624
YDR060W	183.879404664	0.839962128343	0.307757975418	2.7292944308	0.00634700072568	0.0648474414568	0.839962128343	2.26453308899
YDR074W	117.736382882	-0.833619504527	0.307289745204	-2.71281263868	0.00667148157057	0.0670218713428	-0.833619504527	2.07091068921
YDR100W	28.1673443655	-1.56140497538	0.477594476866	-3.26931120649	0.00107809655289	0.017202555757	-1.56140497538	1.44974590337
YDR119W-A	8.58880495304	-2.58311295944	0.641952074189	-4.02384081818	5.72566247525e-05	0.0015533689947	-2.58311295944	0.933932740269
YDR122W	35.821457948	-1.50859082193	0.430284769224	-3.506028867	0.00045484588687	0.00887873962906	-1.50859082193	1.55414325784
YDR135C	213.795746484	-0.697983814407	0.272001429414	-2.56610347935	0.0102848140694	0.0907861712527	-0.697983814407	2.32999906057
YDR153C	62.8878977687	0.985839754702	0.374405146298	2.63308281002	0.0084613714402	0.0787432280152	0.985839754702	1.79856707727
YDR158W	450.40814493	-0.674029566305	0.253957897216	-2.65409965074	0.00795203392238	0.0757652120938	-0.674029566305	2.65360623545
YDR161W	58.0957338752	1.01714561223	0.385136765119	2.64099848248	0.00826620896163	0.0774977753518	1.01714561223	1.76414424216
YDR170C	237.163626298	-0.735278791176	0.287846103487	-2.55441634356	0.0106365986022	0.0932061067299	-0.735278791176	2.37504808221
YDR178W	42.1308625889	-1.21338762492	0.425781850604	-2.84978709919	0.00437485023295	0.0494306607497	-1.21338762492	1.62460035098
YDR184C	21.8509482927	1.28234002313	0.50827449426	2.52292813749	0.0116382181726	0.0991992363656	1.28234002313	1.33947028933
YDR194C	137.014376684	0.804873381263	0.301269862765	2.6716027082	0.00754899664899	0.0732328927444	0.804873381263	2.13676613932
YDR225W	397.178220112	-1.47568780294	0.335695839143	-4.39590733893	1.10310987305e-05	0.000392380267434	-1.47568780294	2.59898542526
YDR232W	175.745173146	0.985247904569	0.298549516023	3.30011556439	0.000966450225416	0.0158934725426	0.985247904569	2.24488340593
YDR234W	66.0748680896	-1.36051665445	0.369369321081	-3.68335044845	0.000230188354098	0.00518950458393	-1.36051665445	1.82003630479
YDR272W	40.4177200443	-1.95262924908	0.436530855437	-4.47306123899	7.71076829015e-06	0.000293865947058	-1.95262924908	1.6065718114
YDR297W	70.2772224806	-1.08546793201	0.370568895815	-2.92919331404	0.00339842992907	0.0406964102728	-1.08546793201	1.84681458883
YDR299W	58.7618790409	1.83794707272	0.396681962494	4.63330135096	3.59880080027e-06	0.000152933110114	1.83794707272	1.76909567487
YDR324C	115.515399468	0.844647995863	0.318608660416	2.65105159025	0.00802415836798	0.0761502143934	0.844647995863	2.0626398843
YDR353W	351.751129522	-0.825937539814	0.282627264655	-2.92235620234	0.00347393992621	0.0413941923714	-0.825937539814	2.54623550069
YDR380W	66.353600605	2.40600012223	0.414933894299	5.79851430623	6.69049963456e-09	5.26684905658e-07	2.40600012223	1.82186449435
YDR388W	143.358416607	-0.909914353387	0.311661233843	-2.9195621867	0.00350523450647	0.0415608298767	-0.909914353387	2.15642319556
YDR398W	99.7662093472	1.02165938073	0.335230001769	3.04763707109	0.00230648307354	0.0309377980982	1.02165938073	1.99898347136
YDR399W	165.324300487	1.5411970234	0.325816137866	4.73026607429	2.24225763374e-06	0.000103531934204	1.5411970234	2.21833669381
YDR400W	20.293664366	-2.60063884087	0.538824250763	-4.82650667112	1.38948741664e-06	6.67231857469e-05	-2.60063884087	1.30736047336
YDR406W	23.0083766367	-2.27258240771	0.540946004284	-4.20112615623	2.6559053323e-05	0.00082281660682	-2.27258240771	1.36188597797
YDR444W	7.32153237268	2.0619767755	0.645261310723	3.19556858784	0.00139555608693	0.0209420635295	2.0619767755	0.86460198698
YDR449C	57.1605247201	1.44245534502	0.397446831474	3.62930392392	0.000284186495682	0.00617494820028	1.44245534502	1.75709620686
YDR453C	9.47226402426	1.91650283879	0.627098751344	3.05614201062	0.00224205037701	0.0302424885124	1.91650283879	0.976453794814
YDR465C	55.961333639	1.39107852613	0.393512383239	3.53503113339	0.000407727116363	0.00805722474393	1.39107852613	1.7478880558
YDR471W	429.715778851	0.924087602845	0.255028368218	3.62346984887	0.000290677102113	0.00620369530822	0.924087602845	2.63318130095
YDR481C	146.11546517	-2.6702384947	0.315119055987	-8.47374490359	2.37627496711e-17	7.60724826138e-15	-2.6702384947	2.16469618502
YDR496C	146.414887582	0.995190175752	0.303578306516	3.27819924676	0.00104471625467	0.016891338232	0.995190175752	2.16558523837
YDR497C	149.850394767	-1.35736947663	0.300926003875	-4.51064201548	6.4631714063e-06	0.000252326415391	-1.35736947663	2.17565789139
YDR510W	69.2191534395	-1.07124967604	0.387264136433	-2.7661990235	0.00567139102404	0.0595930409135	-1.07124967604	1.84022628351
YDR513W	110.622775139	-0.988520975412	0.313604232463	-3.1521289354	0.00162084684773	0.0234052947654	-0.988520975412	2.0438445492
YDR516C	74.1050132886	-1.51859229641	0.353074742576	-4.30105049525	1.69990314579e-05	0.000570834608818	-1.51859229641	1.86984758949
YDR529C	74.5207225809	1.2172839552	0.356338378582	3.41608995371	0.000635272581184	0.011340442137	1.2172839552	1.87227705733
YDR533C	25.3830572088	-2.91592296427	0.52050204846	-5.60213542463	2.11727028469e-08	1.58861436048e-06	-2.91592296427	1.40454392859
YDR541C	4.77857600372	-1.72746669865	0.650610031544	-2.65514919059	0.00792733398705	0.0756800353992	-1.72746669865	0.679298497896
YEL021W	56.5163943008	-1.41396405045	0.383653573398	-3.68552295219	0.000228233511266	0.0051697043448	-1.41396405045	1.75217444643
YEL024W	104.227279902	1.40200401683	0.332868327192	4.21188771144	2.53245431477e-05	0.000794826511081	1.40200401683	2.0179814038
YEL027W	688.177782854	-0.940218953404	0.299747552885	-3.13670268316	0.00170859294659	0.0241313627339	-0.940218953404	2.83770064774
YEL034W	1903.78575518	1.4159909082	0.230645496396	6.13925236055	8.29107637235e-10	8.2945309875e-08	1.4159909082	3.27961807295
YEL040W	348.438995695	0.781182064155	0.255120742093	3.06200921864	0.00219856681454	0.0297394868829	0.781182064155	2.5421267533
YEL050C	55.5194697626	1.00454787599	0.386187528806	2.60119191082	0.00929004679858	0.084012814928	1.00454787599	1.74444530975
YEL052W	21.7236078788	-1.65642180068	0.521920100307	-3.1737076225	0.00150505215779	0.0222032912216	-1.65642180068	1.33693195497
YEL054C	821.81321603	0.616006335355	0.244240947086	2.52212555964	0.0116648063537	0.0991992363656	0.616006335355	2.91477312111
YEL065W	117.269879426	1.25557807313	0.366783940649	3.42320896304	0.000618864829664	0.0110887645972	1.25557807313	2.06918647862
YEL071W	411.36702975	-1.14493815246	0.257901474409	-4.43944011986	9.01932041414e-06	0.000335742454486	-1.14493815246	2.61422948091
YER001W	169.867766537	0.864107175523	0.2936993293	2.94214895751	0.003259431007	0.0392275380842	0.864107175523	2.23011097661
YER010C	9.48079879551	-1.9847189924	0.613604422551	-3.23452524047	0.00121845150367	0.0185158358247	-1.9847189924	0.97684492994
YER014W	24.5508679794	-1.34976192931	0.477516176218	-2.82663079605	0.00470405289442	0.0522890324051	-1.34976192931	1.39006685092
YER026C	104.968892783	-1.11871244914	0.342694427284	-3.26446058083	0.00109672722736	0.0173239610059	-1.11871244914	2.02106061627
YER035W	17.1600436605	-1.33647496794	0.530897646987	-2.51738725068	0.0118228803211	0.099953294546	-1.33647496794	1.23451838849
YER037W	13.9171183243	-2.5642627389	0.586564884807	-4.37166084319	1.23304962947e-05	0.000432197395672	-2.5642627389	1.14354931966
YER044C	93.1272338887	1.96562777906	0.36155082641	5.43665685562	5.42895475301e-08	3.67180855267e-06	1.96562777906	1.96907670352
YER055C	253.617859025	-0.793186416618	0.304142710282	-2.60794156757	0.00910885020262	0.0829590418621	-0.793186416618	2.40417983203
YER060W	32.8286120916	1.17415530146	0.460418849875	2.55018946722	0.0107664390325	0.0938302000617	1.17415530146	1.51625252227
YER062C	82.7037036565	-1.37477830954	0.343078851652	-4.00717882471	6.14483382186e-05	0.00163930511181	-1.37477830954	1.91752495866
YER067W	8.54463991546	-2.92009663738	0.644807658217	-4.52863206597	5.93667709432e-06	0.000235602672785	-2.92009663738	0.931693765591
YER069W	82.5385637198	1.73603854156	0.361484719928	4.80252261258	1.56679119074e-06	7.44923890885e-05	1.73603854156	1.91665690731
YER072W	219.949769693	-2.05658613206	0.28398864018	-7.24179013201	4.42800691321e-13	7.59403185616e-11	-2.05658613206	2.34232351157
YER073W	93.4790164904	0.967318915599	0.334202519202	2.89440940753	0.00379872507302	0.0440838745752	0.967318915599	1.97071413445
YER079W	6.71188631171	-1.97204106457	0.641956620172	-3.07192262313	0.00212684849643	0.0289323696313	-1.97204106457	0.82684459165
YER081W	137.471983309	3.38881555556	0.375506688053	9.02464766507	1.80274543634e-19	8.65678358531e-17	3.38881555556	2.13821419828
YER086W	221.303164209	-0.761894767272	0.276837226531	-2.75213986507	0.00592072279079	0.0615396338557	-0.761894767272	2.34498762355
YER088C	48.7053618558	-1.6254597151	0.396608690473	-4.09839661649	4.16021979627e-05	0.0012181326501	-1.6254597151	1.68757677428
YER090W	123.613095437	-0.823030461955	0.315644616886	-2.60745920546	0.00912169389904	0.0829590418621	-0.823030461955	2.09206448187
YER091C	405.113535801	-0.708226729319	0.25858219994	-2.73888430636	0.00616480631385	0.0633905779853	-0.708226729319	2.60757675423
YER119C	28.1339640974	-2.06643559568	0.500923665856	-4.12525048532	3.70331481303e-05	0.00109773566248	-2.06643559568	1.44923092891
YER124C	95.4394859621	-1.81661644367	0.332053844498	-5.47084900165	4.47884781019e-08	3.1628569389e-06	-1.81661644367	1.97972809155
YER125W	170.748634445	-0.744869792124	0.289322262249	-2.57453327765	0.0100375430233	0.0890456614977	-0.744869792124	2.23235723911
YER150W	8.27053719722	-2.5524673615	0.642119932695	-3.97506327329	7.03605474253e-05	0.00181651262762	-2.5524673615	0.917533719252
YER177W	837.838328105	-0.893166821436	0.258669493791	-3.45292677673	0.000554539508249	0.0100929036343	-0.893166821436	2.9231602239
YER178W	477.074367598	-0.743374526273	0.249719611778	-2.97683678498	0.00291239010201	0.0362954516212	-0.743374526273	2.67858608328
YER190W	19.7171524705	-2.97391218286	0.605645854358	-4.91031542851	9.09300077142e-07	4.455570378e-05	-2.97391218286	1.2948441948
YFL002C	45.0867824401	1.24765457548	0.413275653717	3.01894041968	0.0025366041116	0.033030496809	1.24765457548	1.65404924355
YFL004W	174.619201356	-1.80041797721	0.291065956656	-6.18560135954	6.18661678816e-10	6.45828996017e-08	-1.80041797721	2.24209199759
YFL010C	96.441547461	-1.3757031531	0.333792287527	-4.12143480993	3.76520020818e-05	0.00110923260121	-1.3757031531	1.98426417027
YFL014W	5.76818186263	-1.73475615577	0.646493089693	-2.68333286686	0.00728923990203	0.0716831647292	-1.73475615577	0.761038944619
YFL018C	196.523765838	-0.839368058795	0.278126289776	-3.01793857557	0.00254500483797	0.033030496809	-0.839368058795	2.2934150776
YFL021W	14.9637321093	-3.28198910371	0.602491738031	-5.44735951806	5.1123063733e-08	3.50704217209e-06	-3.28198910371	1.17503992457
YFR024C-A	95.8918510302	-0.962755179235	0.333230288228	-2.88915867869	0.00386274099302	0.0446519395035	-0.962755179235	1.98178170203
YFR030W	37.3258140405	-1.45020302261	0.439165454149	-3.30217918761	0.000959367619088	0.0158810129701	-1.45020302261	1.57200928805
YFR047C	42.4976424948	-1.22770197955	0.40615767513	-3.02272258959	0.00250511772833	0.0329577406341	-1.22770197955	1.62836483876
YFR053C	139.020411314	-1.34939511642	0.318105034805	-4.24197975126	2.21556685497e-05	0.000709276802504	-1.34939511642	2.14307856911
YFR055W	176.66057689	1.94612829536	0.31971560372	6.08706072745	1.15002359203e-09	1.10448265779e-07	1.94612829536	2.2471396443
YGL001C	164.491663207	0.968661986609	0.29822945368	3.24804265527	0.00116201849088	0.0180000412684	0.968661986609	2.21614389186
YGL012W	306.201665942	-0.811985131149	0.267848065078	-3.03151389543	0.00243330720364	0.0321893696746	-0.811985131149	2.48600754922
YGL026C	422.488733877	-0.943034531547	0.270213629986	-3.48995915415	0.000483094379004	0.00920563177769	-0.943034531547	2.6258151325
YGL028C	104.153763233	-1.34986260246	0.331177003425	-4.07595511915	4.58258576238e-05	0.00130210513793	-1.34986260246	2.01767496628
YGL037C	158.55140392	-1.44843373026	0.290603861467	-4.98422052257	6.22120950186e-07	3.28288439867e-05	-1.44843373026	2.20017009191
YGL049C	130.345232713	0.798109396312	0.314526890563	2.53749177021	0.0111649993202	0.0959517598323	0.798109396312	2.11509515177
YGL077C	78.9192497893	-0.872250579823	0.340384289291	-2.56254653128	0.0103907663061	0.0913854575124	-0.872250579823	1.89718294817
YGL078C	153.142978389	0.872398051497	0.305470285269	2.85591788651	0.00429126100903	0.0487154500364	0.872398051497	2.18509708918
YGL088W	576.305685826	8.37887316366	0.466116191744	17.9759324221	3.00764457657e-72	1.44427092567e-68	8.37887316366	2.76065290435
YGL107C	48.8263263138	1.23137208063	0.401782691879	3.06477134412	0.00217836470431	0.0295494556782	1.23137208063	1.68865404926
YGL111W	77.4696743924	0.99380612634	0.349834080701	2.84079276767	0.00450015450915	0.0504900512919	0.99380612634	1.88913173062
YGL117W	11.549107476	1.7939872538	0.611178128271	2.93529360888	0.00333232211521	0.040004526993	1.7939872538	1.06254842291
YGL125W	7.77146756636	-2.82335185095	0.646544654774	-4.36683194286	1.26061646484e-05	0.000438657990157	-2.82335185095	0.890503038851
YGL156W	6.12058893825	-1.67999440153	0.643496811067	-2.61072684842	0.00903500271325	0.0824830475837	-1.67999440153	0.786793213048
YGL187C	94.6129892983	0.879318128683	0.330623534865	2.65957512384	0.00782392796336	0.0748416376097	0.879318128683	1.97595076424
YGL189C	1076.78425464	-1.34091126727	0.253728580251	-5.28482548534	1.2582464761e-07	7.64822731422e-06	-1.34091126727	3.03212869642
YGL200C	161.921452216	-0.816660990655	0.288791786579	-2.82785393702	0.0046861182053	0.0522105327653	-0.816660990655	2.20930439021
YGL208W	8.48757162826	-2.50400381996	0.63511520392	-3.94259782242	8.06037568644e-05	0.00204212751661	-2.50400381996	0.928783452399
YGL211W	16.7164658644	1.80407695762	0.567264509866	3.18030993697	0.00147117610646	0.0218042829112	1.80407695762	1.22314446582
YGL213C	46.7581799608	-1.06918636811	0.408278407414	-2.61876785228	0.00882479803145	0.0810261570689	-1.06918636811	1.66985759812
YGL253W	1308.40803607	-0.799874084617	0.23489257579	-3.40527614347	0.000660971793619	0.0116263243698	-0.799874084617	3.11674320284
