	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	occupancy_lfc	logBaseMean
YGR008C	40.7609786897	-4.2091627627	0.491154478741	-8.56993663885	1.035419945e-17	3.55149041136e-15	-4.2091627627	1.61024460307
YGR014W	117.249505548	1.01622217893	0.32489228693	3.12787412878	0.00176075568916	0.0245458371018	1.01622217893	2.06911101993
YGR019W	35.1621622148	-2.6303214748	0.460444053401	-5.71257562212	1.11278939437e-08	8.61873334159e-07	-2.6303214748	1.54607557314
YGR037C	72.4749777463	-1.12085608114	0.376828875833	-2.97444318369	0.00293520806765	0.0364078743167	-1.12085608114	1.86018809068
YGR049W	37.6446511746	1.59724543029	0.445572359255	3.58470492415	0.00033745951526	0.00692513073622	1.59724543029	1.57570327721
YGR079W	50.5488500291	1.4360480557	0.415290663612	3.45793484306	0.000544333014126	0.00997666844975	1.4360480557	1.70371127997
YGR082W	95.001766034	0.827257405448	0.328585364776	2.51763314538	0.0118146305681	0.099953294546	0.827257405448	1.97773167868
YGR086C	571.640259705	-1.0691632011	0.26620622593	-4.01629675402	5.91198041939e-05	0.00158599608793	-1.0691632011	2.75712280786
YGR111W	43.6874097226	1.30576440621	0.416451898566	3.13545072242	0.00171590253428	0.0241635307027	1.30576440621	1.64035629565
YGR124W	703.656296814	-0.754283459434	0.239914525408	-3.1439674532	0.00166673976207	0.0238156941119	-0.754283459434	2.84736057839
YGR130C	68.155066642	-1.36748127959	0.362458522594	-3.77279383528	0.000161429676154	0.00387592652445	-1.36748127959	1.83349814679
YGR136W	57.6588010547	-1.41029238644	0.393061095839	-3.58797245866	0.000333259482499	0.00686829199553	-1.41029238644	1.76086560752
YGR142W	53.2970765648	2.12041448558	0.414232756489	5.11889620595	3.07329031776e-07	1.73622824775e-05	2.12041448558	1.72670338789
YGR145W	99.8486204367	1.08416368366	0.335148625722	3.23487432277	0.00121696284562	0.0185158358247	1.08416368366	1.9993420688
YGR159C	803.363859813	1.9239828915	0.252335380668	7.62470520942	2.44592683676e-14	4.89389194588e-12	1.9239828915	2.90491229063
YGR161C	32.075924201	-1.14508421158	0.444850933584	-2.57408521628	0.0100505515476	0.0890456614977	-1.14508421158	1.50617917852
YGR161W-C	5.26273441558	-2.29644333672	0.650397032107	-3.5308330502	0.000414253126903	0.0081193612873	-2.29644333672	0.721211453856
YGR165W	43.3653039163	1.12311378405	0.425346248359	2.64046947254	0.00827912510526	0.0774977753518	1.12311378405	1.6371423944
YGR175C	506.80224304	0.709737437415	0.262460491749	2.70416866434	0.0068475522175	0.0685040536425	0.709737437415	2.70483852835
YGR183C	12.0900077372	1.52106193207	0.595873825073	2.55265774073	0.0106904489345	0.0933486179507	1.52106193207	1.08242657879
YGR192C	26547.6803348	-1.31881252329	0.252702133508	-5.21884206111	1.80045210973e-07	1.05436232084e-05	-1.31881252329	4.42402657959
YGR197C	12.8664783506	-1.58876044643	0.572307944933	-2.77605869444	0.00550222744012	0.0585846921674	-1.58876044643	1.10945969359
YGR204W	438.403155573	-0.705294394861	0.248924499439	-2.83336672947	0.00460605097436	0.0515577081093	-0.705294394861	2.64187367149
YGR209C	194.016773864	-0.799397685477	0.298035630577	-2.682221867	0.00731349380209	0.0716831647292	-0.799397685477	2.2878392788
YGR211W	181.899571556	1.30287909607	0.304874429789	4.27349416272	1.92433324649e-05	0.000624368124977	1.30287909607	2.25983167613
YGR213C	20.4687556617	3.60512838554	0.6136687678	5.87471381094	4.23574463166e-09	3.44746537648e-07	3.60512838554	1.3110914418
YGR234W	591.047098693	-4.53195519758	0.3087550883	-14.6781555003	8.89780456969e-49	1.42424191812e-45	-4.53195519758	2.77162208983
YGR254W	3335.78617309	-2.59374180557	0.530413373089	-4.89003848161	1.00816266796e-06	4.89009811266e-05	-2.59374180557	3.52319820419
YGR260W	74.4112858121	-1.19493578566	0.346217440707	-3.45140263073	0.000557680939996	0.010105599524	-1.19493578566	1.87163880912
YGR286C	13.0466376757	-1.90428209862	0.590011941641	-3.22753145186	0.00124863313456	0.0189146255903	-1.90428209862	1.11549860156
YHL001W	26.1202879958	-2.54302040946	0.63651694532	-3.99521242624	6.46362715716e-05	0.00169608402233	-2.54302040946	1.41697796105
YHL003C	67.7531692285	-0.941961865364	0.355069649526	-2.65289321862	0.00798051129915	0.0758859708089	-0.941961865364	1.83092961462
YHL021C	68.9650228393	-1.72314252222	0.366656339618	-4.69961196911	2.60656279603e-06	0.000116978640622	-1.72314252222	1.83862888437
YHL028W	13.0010641915	-1.77527265249	0.592930020713	-2.9940677491	0.00275284810369	0.0347873068261	-1.77527265249	1.11397890258
YHL040C	36.0011347007	1.53920762713	0.456497273318	3.37177835903	0.000746845249326	0.0129471151165	1.53920762713	1.55631618928
YHL043W	10.2715456479	2.28719301661	0.647314408775	3.53335718409	0.000410317709288	0.00807518704918	2.28719301661	1.01163580054
YHR007C	674.996399838	0.63525349072	0.25036909531	2.53726798802	0.0111721394684	0.0959517598323	0.63525349072	2.82930145648
YHR009C	55.521334038	-1.06149797019	0.375173407537	-2.82935290418	0.00466422355693	0.0520874453963	-1.06149797019	1.74445989258
YHR010W	947.614016741	0.69564734974	0.257539472924	2.70112904185	0.00691045209815	0.0687039150628	0.69564734974	2.97663147601
YHR016C	17.5496537912	-1.54130789285	0.529476627323	-2.91100270213	0.00360270901835	0.0422099694506	-1.54130789285	1.24426855339
YHR022C	7.10577006488	-1.89859826455	0.63875663888	-2.97233429602	0.00295544695196	0.0364078743167	-1.89859826455	0.851611150075
YHR029C	28.5703994604	-1.92800326423	0.471715809625	-4.08721358262	4.36585159651e-05	0.00125537840518	-1.92800326423	1.45591631256
YHR030C	84.3142105321	1.24885665177	0.366867803254	3.40410534992	0.000663811460519	0.011633659246	1.24885665177	1.92590077789
YHR032W	75.114189313	1.14304879385	0.363662689417	3.14315663143	0.00167136378919	0.0238156941119	1.14304879385	1.87572198438
YHR037W	65.415532457	-1.43546763932	0.361890084872	-3.96658460491	7.29099019219e-05	0.00187226389855	-1.43546763932	1.81568088073
YHR049C-A	3.9113824382	1.86072229178	0.644801604956	2.88572838138	0.00390509018708	0.0448618255463	1.86072229178	0.592330281481
YHR051W	87.6640532009	0.939204348661	0.348327968899	2.69632195091	0.00701098674679	0.0694665855676	0.939204348661	1.94282154665
YHR052W	117.208655883	1.45537659237	0.32828639055	4.43325289827	9.28218787625e-06	0.00034286973986	1.45537659237	2.0689596856
YHR066W	75.0982716241	1.46060383694	0.36898037013	3.95848656236	7.54261837399e-05	0.00192657731021	1.46060383694	1.87562994189
YHR071W	12.3961680249	1.6428338863	0.590876242913	2.78033497877	0.00543028511917	0.0581314574439	1.6428338863	1.09328745429
YHR072W	90.9032469231	1.24400805182	0.349629483268	3.55807536651	0.000373582133563	0.00750603098481	1.24400805182	1.95857939582
YHR088W	42.6268406341	1.22137331219	0.438582926638	2.78481727857	0.00535578945847	0.0579180047992	1.22137331219	1.62968314531
YHR104W	44.725227216	-1.69633799033	0.414656454443	-4.09094799359	4.29613471426e-05	0.00124277342758	-1.69633799033	1.65055255558
YHR136C	27.0655716684	-3.87810150002	0.553772886674	-7.00305412804	2.50442017521e-12	3.53712520041e-10	-3.87810150002	1.43241720452
YHR137W	87.3473017582	2.06794461164	0.372378650658	5.55333827002	2.80264969095e-08	2.00870504716e-06	2.06794461164	1.94124949375
YHR140W	4.02518680714	-1.87465309501	0.642641512628	-2.91710550622	0.00353296244838	0.0417586129282	-1.87465309501	0.604786040586
YHR143W	116.573852122	-2.11571356068	0.316681652856	-6.68088454636	2.37504288772e-11	2.7816965724e-09	-2.11571356068	2.06660114774
YHR161C	24.5316539821	-1.30184145477	0.479174658973	-2.71684119849	0.00659082223271	0.0665271230546	-1.30184145477	1.38972683035
YHR169W	48.9871523071	1.47191551743	0.405942168774	3.62592416028	0.000287929855937	0.00619745606449	1.47191551743	1.69008219403
YHR174W	32614.4506164	-0.818407993487	0.282496655429	-2.89705374474	0.00376685218168	0.0440107644195	-0.818407993487	4.51341006732
YHR190W	292.270297506	0.716596418581	0.264843248182	2.70573791667	0.00681528093622	0.0683235470892	0.716596418581	2.46578468164
YHR196W	77.7516167277	1.26174339355	0.361521451323	3.49009274259	0.00048285294718	0.00920563177769	1.26174339355	1.89070942829
YHR197W	96.0342666904	1.34904644782	0.338478369326	3.98562085521	6.73039093228e-05	0.00174699120307	1.34904644782	1.98242622449
YHR208W	284.313474195	0.98479206796	0.272582268008	3.6128251304	0.000302878972285	0.00637905624962	0.98479206796	2.45379744228
YIL011W	32.0625182649	-3.13120968318	0.516901259709	-6.05765535365	1.38119926375e-09	1.300493895e-07	-3.13120968318	1.50599762986
YIL051C	260.136352457	-1.15635165691	0.278152343485	-4.15726016334	3.22087125845e-05	0.000978900239435	-1.15635165691	2.41520104642
YIL053W	1286.13767086	-0.870648756568	0.241792566211	-3.60080861959	0.000317229027612	0.00662319039389	-0.870648756568	3.10928745886
YIL070C	99.7998000034	1.12167790938	0.36392856917	3.08213755225	0.00205519843925	0.0281169883341	1.12167790938	1.99912967097
YIL094C	80.0349256908	-3.13172142642	0.374499826041	-8.36241089756	6.14493918911e-17	1.63933322145e-14	-3.13172142642	1.90327954605
YIL111W	7.3124933292	-2.23131286905	0.644557974701	-3.46177218595	0.000536631186476	0.009911165221	-2.23131286905	0.864065482906
YIL114C	42.1458256427	1.5773904254	0.428414281	3.68192773995	0.000231477025908	0.00519417139445	1.5773904254	1.62475456615
YIL121W	25.5632982297	-2.79550045219	0.515395097162	-5.42399504298	5.82814987073e-08	3.88705217767e-06	-2.79550045219	1.40761688667
YIL123W	613.352418337	-1.89360378609	0.321310039561	-5.89338505787	3.78363319993e-09	3.13258734932e-07	-1.89360378609	2.78771008196
YIL124W	61.7803615541	-1.27115573802	0.364823073168	-3.48430741231	0.000493412413638	0.00932821421375	-1.27115573802	1.79085044557
YIL125W	176.897299117	-0.814160373501	0.292772919806	-2.78085956188	0.00542151849335	0.0581314574439	-0.814160373501	2.24772120211
YIL155C	20.4133545188	-1.86511632976	0.536463328581	-3.47668932879	0.000507645669361	0.00955966472264	-1.86511632976	1.30991437803
YIL162W	126.585727986	1.98880887163	0.333774261487	5.9585447445	2.54493971744e-09	2.30581141946e-07	1.98880887163	2.10238474355
YIR034C	26.8288224364	-1.97805785335	0.490887665116	-4.02955297906	5.58830206131e-05	0.00154224290221	-1.97805785335	1.42860161115
YIR035C	40.59968189	1.16923915597	0.432569311741	2.70300995524	0.00687146882861	0.0686004019022	1.16923915597	1.60852263077
YIR038C	61.0954601387	1.19580727748	0.375280989784	3.18643179385	0.00144039446	0.0214606948273	1.19580727748	1.78600894003
YJL012C	400.478412844	-2.18722456266	0.261478121163	-8.36484732617	6.01928173263e-17	1.63933322145e-14	-2.18722456266	2.60257911109
YJL016W	16.7294566927	-1.72270507596	0.544221790188	-3.16544671129	0.00154845022204	0.0226696889214	-1.72270507596	1.223481837
YJL020C	148.330763754	-0.770560838044	0.302702408777	-2.54560524033	0.0109088475407	0.0946691377439	-0.770560838044	2.17123123291
YJL042W	40.531418399	-1.82479149644	0.424934818563	-4.29428565683	1.75256705332e-05	0.000580401861381	-1.82479149644	1.60779180216
YJL055W	24.8613753929	-1.26213788627	0.486376089941	-2.59498341381	0.009459548379	0.0850650773707	-1.26213788627	1.39552515122
YJL060W	58.1521327467	-1.74566645357	0.37735916009	-4.62600789433	3.72781095591e-06	0.000157025861494	-1.74566645357	1.76456564724
YJL078C	204.468192235	-0.777250731161	0.304144485186	-2.55553123275	0.0106025845512	0.0930778994786	-0.777250731161	2.31062575728
YJL079C	65.2244327302	-3.01344378129	0.639748612533	-4.71035610277	2.47284342225e-06	0.000113091372511	-3.01344378129	1.81441031064
YJL088W	35.3308825794	2.45091014507	0.482446431674	5.0801705312	3.77096205713e-07	2.05774543163e-05	2.45091014507	1.54815448642
YJL108C	6.35372941557	2.17996877397	0.650329660882	3.35209802827	0.000802016151074	0.0137056283184	2.17996877397	0.803028715712
YJL122W	45.292860908	1.32419084362	0.420320517434	3.15043113219	0.00163029687155	0.0234052947654	1.32419084362	1.65602975361
YJL130C	1061.59748464	-1.03142854742	0.291215622568	-3.54180362416	0.00039740120811	0.00788562231959	-1.03142854742	3.02595988084
YJL133C-A	12.0167493526	-2.1345753892	0.593806168849	-3.59473427724	0.000324722829922	0.00675029882808	-2.1345753892	1.07978700268
YJL151C	44.9411344623	-1.16915584078	0.401032419899	-2.91536490012	0.00355272886522	0.0418142255166	-1.16915584078	1.65264403125
YJL172W	190.305307763	-1.60600506127	0.287943076128	-5.57750887038	2.43987346866e-08	1.80250344562e-06	-1.60600506127	2.27945090127
YJL174W	120.281970173	-0.812553198857	0.307181923166	-2.64518559713	0.0081646121247	0.077026458591	-0.812553198857	2.08020053307
YJL190C	1187.66735639	0.654374766572	0.243913477332	2.68281512661	0.00730053353756	0.0716831647292	0.654374766572	3.07469481984
YJL198W	91.6976187005	0.915473522888	0.336241652073	2.72266543197	0.00647576020906	0.0658826282286	0.915473522888	1.9623580576
YJL200C	59.726938202	-1.47551342037	0.378166622995	-3.90175475743	9.54978842403e-05	0.00237606652913	-1.47551342037	1.77617025196
YJL213W	28.3311874203	3.86963628374	0.60131669041	6.43527170533	1.23252651921e-10	1.34513462392e-08	3.86963628374	1.45226477711
YJL217W	57.5058390182	-4.01491035475	0.47752270165	-8.4077894954	4.17810144834e-17	1.25395269718e-14	-4.01491035475	1.75971194425
YJR003C	54.1089866284	1.57120731612	0.401008457382	3.91814009705	8.92348403095e-05	0.00224348535689	1.57120731612	1.73326940039
YJR010W	9.70004177816	-1.82421066268	0.613631094622	-2.97281327278	0.0029508390928	0.0364078743167	-1.82421066268	0.98677360478
YJR044C	41.2957098582	-1.13330353674	0.40776525336	-2.77930384553	0.00544755432107	0.0581314574439	-1.13330353674	1.61590493588
YJR048W	109.950539802	2.05231317978	0.335710777425	6.1133371872	9.75689098039e-10	9.56175316079e-08	2.05231317978	2.04119736587
YJR063W	57.6894892651	1.13850389713	0.389314425256	2.92438148517	0.00345141478946	0.0412280940771	1.13850389713	1.76109669409
YJR096W	9.57518212473	-2.41590591668	0.623143510545	-3.87696553972	0.000105767331598	0.00260458834017	-2.41590591668	0.981147043216
YJR104C	475.630046501	-1.36656530961	0.330797274131	-4.13112627121	3.60990210799e-05	0.00107669254177	-1.36656530961	2.67726928206
YJR109C	156.609018988	-1.29857836932	0.334529380603	-3.88180663528	0.000103683307914	0.0025664290959	-1.29857836932	2.19481676911
YJR127C	18.6009814763	-1.62472420465	0.537808428768	-3.02100918792	0.00251933715166	0.033030496809	-1.62472420465	1.26953586027
YJR137C	51.6558321306	-1.55922382635	0.387890779376	-4.01974965441	5.8260016007e-05	0.00157171121835	-1.55922382635	1.71311936204
YJR139C	714.999310608	-0.813708350054	0.263879138839	-3.08364031213	0.00204484658167	0.0280552951005	-0.813708350054	2.85430562306
YJR148W	300.487087919	-0.782131548894	0.263150571885	-2.97218259224	0.00295690774334	0.0364078743167	-0.782131548894	2.47782581489
YKL009W	134.94084305	1.13239476409	0.305253611034	3.70968507222	0.00020751721688	0.00476793146152	1.13239476409	2.1301434191
YKL016C	106.647422939	0.937556136008	0.325288964834	2.8822254591	0.00394877077486	0.0452553633911	0.937556136008	2.02795036549
YKL021C	79.112082389	1.0375966928	0.351856833667	2.94891726837	0.00318889329628	0.0385719536743	1.0375966928	1.89824281617
YKL027W	62.5698677825	1.16470339275	0.372417067237	3.12741680018	0.00176349725117	0.0245458371018	1.16470339275	1.79636523726
YKL029C	332.804354052	1.90272255403	0.268783028695	7.07902788086	1.45169179869e-12	2.17844500541e-10	1.90272255403	2.52218899949
YKL035W	299.675926585	-0.982225321161	0.271342621168	-3.61987113168	0.000294749774305	0.00626278060271	-0.982225321161	2.47665185682
YKL078W	39.1087105437	1.50423410253	0.441129924955	3.40995706126	0.000649731079698	0.0115129470284	1.50423410253	1.59227349703
YKL099C	29.248776861	1.41708955762	0.486822370941	2.91089654503	0.00360393325172	0.0422099694506	1.41708955762	1.46610770927
YKL100C	39.7934908462	-1.45190115082	0.425348888957	-3.41343586057	0.000641492564534	0.0114090640552	-1.45190115082	1.59981203889
YKL103C	54.2489779289	-2.05482022349	0.388465597726	-5.28958094494	1.2259691784e-07	7.54756922392e-06	-2.05482022349	1.73439156033
YKL106W	39.90843615	1.11314149579	0.423804870481	2.62654248057	0.00862572249769	0.0798087079652	1.11314149579	1.60106470988
YKL120W	33.6687220015	1.58994211806	0.456190294941	3.48526072496	0.000491657724022	0.00932821421375	1.58994211806	1.52722663174
YKL128C	39.8614691811	-1.04784867372	0.41549683739	-2.52191732747	0.0116717135665	0.0991992363656	-1.04784867372	1.60055330153
YKL142W	51.7585794568	-1.32384045644	0.398149436737	-3.32498387361	0.000884236493792	0.0148986092744	-1.32384045644	1.71398234837
YKL150W	134.911515605	1.13524608997	0.31199336744	3.63868661468	0.000274032020895	0.00598137165609	1.13524608997	2.13004902121
YKL157W	212.128738832	-1.13195148306	0.280415168979	-4.03669846812	5.42086688062e-05	0.0015046822405	-1.13195148306	2.32659950996
YKL163W	8.83648702348	1.71485459935	0.631237468039	2.71665527821	0.00659452531736	0.0665271230546	1.71485459935	0.946279644024
YKL164C	664.372633779	-1.25086705873	0.307913886786	-4.06239248181	4.85723214831e-05	0.00137202522213	-1.25086705873	2.82241173509
YKL166C	24.5647535924	1.70706060799	0.515280948715	3.31287351541	0.00092342730941	0.0153435914872	1.70706060799	1.39031241211
YKL172W	129.052907735	1.18465152217	0.310044196254	3.82091178124	0.000132959209312	0.00320839257846	1.18465152217	2.11076779423
YKL187C	7.19645556537	2.04399301087	0.645653317334	3.16577481443	0.00154670480945	0.0226696889214	2.04399301087	0.857118648179
YKL197C	17.6453248845	-1.454780918	0.545140975337	-2.66863248923	0.00761607342423	0.0735862868876	-1.454780918	1.24662965897
YKL201C	37.3914501338	2.3209578526	0.469716208987	4.9411917413	7.76465020028e-07	4.00923121094e-05	2.3209578526	1.5727723085
YKL205W	83.6671686174	1.02948634149	0.369373374313	2.78711572918	0.00531794835214	0.0579065487233	1.02948634149	1.92255507226
YKL210W	560.926664797	-1.05737387821	0.264616216193	-3.99587709861	6.44551679304e-05	0.00169608402233	-1.05737387821	2.74890608558
YKL215C	57.7338171079	-1.12200426411	0.371778884383	-3.01793434549	0.00254504036221	0.033030496809	-1.12200426411	1.7614302721
YKL216W	339.36403234	-0.766447524372	0.268087754188	-2.85894268723	0.00425055572351	0.048367698067	-0.766447524372	2.53066581151
YKR001C	254.015712401	-0.677490656085	0.266184762132	-2.54518947914	0.0109218455456	0.0946691377439	-0.677490656085	2.40486058118
YKR024C	45.7269174457	1.06663774824	0.41213091232	2.58810420756	0.00965057805928	0.0861376874362	1.06663774824	1.6601719256
YKR039W	7.60731328256	-2.22119216063	0.644550892791	-3.44610826774	0.000568722454805	0.0102481591661	-2.22119216063	0.881231301635
YKR046C	109.1090583	2.46895190449	0.350482172348	7.04444362449	1.86204016633e-12	2.7095505693e-10	2.46895190449	2.03786080747
YKR056W	76.3807297066	0.912364546826	0.354015900255	2.57718522295	0.00996085591728	0.0887421708994	0.912364546826	1.88298380311
YKR066C	125.680710502	-1.25232612042	0.368775728832	-3.39590168904	0.000684029233648	0.011944394109	-1.25232612042	2.09926862721
YKR081C	100.720922724	0.929348406494	0.330686054964	2.8103646723	0.00494853946612	0.0545020332943	0.929348406494	2.00311969578
YKR093W	536.265009521	0.885371416027	0.294967539793	3.00158931606	0.00268574238366	0.0341277478831	0.885371416027	2.72937946083
YLL011W	62.2138139331	1.07765801215	0.378475167281	2.84736782043	0.00440823962864	0.0496910016356	1.07765801215	1.79388682599
YLL012W	57.1277185392	2.19766967566	0.408778529387	5.37618665773	7.60799210616e-08	4.93697001267e-06	2.19766967566	1.75684688036
YLL019C	14.6725945037	-1.8664689106	0.559787653253	-3.33424451175	0.000855314348048	0.0145131431072	-1.8664689106	1.16650691541
YLL026W	314.724118221	-1.17205579055	0.265707438627	-4.4110763199	1.02858053147e-05	0.000371371707679	-1.17205579055	2.49793002543
YLR002C	79.3279497741	0.892187411299	0.348094682914	2.56305957859	0.0103754242621	0.0913854575124	0.892187411299	1.89942623012
YLR003C	46.980259729	1.10685728934	0.407793530082	2.71425907398	0.00664241966667	0.0668698097261	1.10685728934	1.67191541343
YLR027C	283.992105271	-1.0025985665	0.277205547478	-3.61680556403	0.000298261175707	0.0063094720958	-1.0025985665	2.45330626721
YLR043C	156.525375157	-0.95070498549	0.291815338505	-3.25789929467	0.00112240229937	0.0175562730996	-0.95070498549	2.19458475337
YLR046C	38.173987013	4.10010531229	0.568711113102	7.2094693032	5.61703580487e-13	9.3010365293e-11	4.10010531229	1.58176752142
YLR084C	39.6782087613	1.45393987674	0.447471850964	3.24923204355	0.00115717041789	0.0179829525783	1.45393987674	1.59855205807
YLR099C	26.4268017586	1.24601220789	0.483822152641	2.57535170949	0.0100138202734	0.0890456614977	1.24601220789	1.42204460685
YLR103C	14.5610362327	1.49400255807	0.568288704136	2.62894994603	0.00856489665231	0.0793989068038	1.49400255807	1.16319228254
YLR113W	88.4898253243	-0.859623034133	0.328915372742	-2.61350823151	0.00896179248796	0.0821269609297	-0.859623034133	1.94689333782
YLR129W	127.324518902	1.06431398664	0.312223201388	3.40882414219	0.000652435235853	0.0115183603036	1.06431398664	2.10491204386
YLR154W-A	3.62806960853	-1.75498896024	0.633475319421	-2.77041410524	0.00559850643443	0.0593466399517	-1.75498896024	0.559675610889
YLR172C	147.719083064	0.947294821701	0.300730386503	3.14998039512	0.00163281419125	0.0234052947654	0.947294821701	2.16943660319
YLR178C	14.3866994647	-2.34051541607	0.581617447821	-4.02414924937	5.71816467514e-05	0.0015533689947	-2.34051541607	1.15796117137
YLR179C	387.998796387	1.36235257847	0.296341649391	4.59723626856	4.28132033767e-06	0.000175717096252	1.36235257847	2.58883037837
YLR205C	18.2713612704	2.66470689485	0.583601129712	4.56597281805	4.97183194087e-06	0.000200628041849	2.66470689485	1.26177090478
YLR209C	37.7871824756	1.13278066493	0.434869915957	2.60487245349	0.00919084668889	0.0834295461298	1.13278066493	1.57734451084
YLR222C	114.907575708	0.866768859705	0.315335488492	2.74871966949	0.00598285303609	0.0620511021151	0.866768859705	2.06034866211
YLR231C	28.7873069373	-1.25380530754	0.461480032791	-2.71692211678	0.00658921111925	0.0665271230546	-1.25380530754	1.45920103838
YLR251W	4.85050254492	-1.71761091179	0.650316871302	-2.64119076037	0.00826151883349	0.0774977753518	-1.71761091179	0.685786736783
YLR256W	95.6478822729	-2.03690813186	0.344601152072	-5.9109150379	3.40212488734e-09	2.86614100158e-07	-2.03690813186	1.98067535881
YLR258W	33.4534848719	-2.90876693296	0.472851339085	-6.15154635829	7.67310902948e-10	7.83963182118e-08	-2.90876693296	1.52444136521
YLR286C	357.796040866	-3.39511535818	0.281061401019	-12.0796215556	1.35341201163e-33	1.29981689597e-30	-3.39511535818	2.55363553064
YLR287C-A	40.6604929495	1.36244081687	0.483951194939	2.81524424595	0.00487401748198	0.0538046711459	1.36244081687	1.60917263952
YLR290C	11.9654579604	-1.68561689109	0.582401905072	-2.89425030448	0.0038006505777	0.0440838745752	-1.68561689109	1.07792932525
YLR299W	27.1372516013	-1.44886591279	0.468174975092	-3.09471028968	0.00197005223933	0.0271844564749	-1.44886591279	1.4335658612
YLR303W	252.691594984	-2.76279813472	0.286757675031	-9.63460920244	5.71088859093e-22	3.91766957337e-19	-2.76279813472	2.40259079668
YLR344W	372.171382911	0.704339643924	0.254118617735	2.77169634481	0.00557650298854	0.0592441755552	0.704339643924	2.57074297621
YLR345W	11.6045174819	-1.85722377036	0.589289857123	-3.15163030199	0.00162361701404	0.0234052947654	-1.85722377036	1.06462708712
YLR354C	450.383234957	-1.23837282949	0.268512257059	-4.61197877165	3.98853736448e-06	0.000165111693312	-1.23837282949	2.65358221599
YLR355C	2035.92409082	0.811453147987	0.277916923071	2.91976875326	0.00350291209019	0.0415608298767	0.811453147987	3.30876158135
YLR356W	17.7139925078	-1.78071784018	0.541345500978	-3.28942946226	0.00100390716113	0.0163971502984	-1.78071784018	1.24831645666
YLR359W	307.566670019	1.06553259982	0.317106967654	3.36016773047	0.000778951656537	0.013406902705	1.06553259982	2.48793927063
YLR367W	76.3458082461	-1.84683910432	0.371392383301	-4.97274361931	6.60119366393e-07	3.44553608415e-05	-1.84683910432	1.88278519718
YLR401C	65.7289796312	0.974127524956	0.375026510854	2.59748976876	0.00939079178137	0.0846052197638	0.974127524956	1.8177568904
YLR409C	103.641872368	1.12858522751	0.33246933723	3.39455432766	0.000687404000545	0.0119598333718	1.12858522751	2.01553525024
YLR411W	35.2250443727	4.24183506723	0.592031848545	7.1648764803	7.78567209759e-13	1.24622658042e-10	4.24183506723	1.54685154886
YLR420W	113.380568724	-0.862044539122	0.332917074471	-2.58936715845	0.00961525135953	0.0860152740673	-0.862044539122	2.05453863111
YLR432W	544.825290036	-1.5951565189	0.245269678035	-6.50368415565	7.83763687868e-11	8.75263541661e-09	-1.5951565189	2.73625725872
YLR435W	37.2556810202	1.63798535345	0.448269470839	3.65401942359	0.000258166724559	0.00568677344648	1.63798535345	1.57119250655
YLR439W	46.093390683	1.49281302807	0.41591621191	3.58921577309	0.000331674233372	0.00686508477868	1.49281302807	1.6636386565
YLR459W	39.1225109054	-1.10707099681	0.422609909018	-2.61960491979	0.00880316881785	0.0810261570689	-1.10707099681	1.59242672028
YLR460C	32.8590105865	2.28780425032	0.495810303352	4.6142733115	3.94473052147e-06	0.000164718225775	2.28780425032	1.51665448231
YML002W	11.2033529537	2.16410614942	0.624323750512	3.4663203949	0.000527634120034	0.00985875114554	2.16410614942	1.04934801833
YML035C	102.204770967	-0.885850112509	0.32269381994	-2.74517222757	0.00604791486892	0.0624561015066	-0.885850112509	2.00947116934
YML070W	126.089804532	-1.05738563744	0.322863685939	-3.27502188536	0.00105653788254	0.0170251507112	-1.05738563744	2.10067997147
YML075C	250.003658527	2.02783961346	0.285733228596	7.09696811751	1.27523462159e-12	1.97537956545e-10	2.02783961346	2.39794636414
YML078W	145.845388776	-0.747089082237	0.293976771798	-2.54132011066	0.0110434758524	0.0953790846099	-0.747089082237	2.1638927025
YML081C-A	7.54574766601	1.87104744448	0.650598300953	2.87588738203	0.00402893429989	0.0460641488288	1.87104744448	0.877702278059
YML086C	142.45744415	-0.796229378645	0.306991399165	-2.59365370108	0.00949620825576	0.0852351253162	-0.796229378645	2.15368514834
YML091C	65.6769908158	1.22061891057	0.408633640962	2.98707396605	0.0028166156707	0.0354997072197	1.22061891057	1.81741324609
YML100W	73.517645465	-3.32589213514	0.387263961047	-8.58817878676	8.83587014442e-18	3.26383449488e-15	-3.32589213514	1.86639158954
YML116W	21.4857934995	-1.7289025453	0.526175786012	-3.28578887752	0.00101697202695	0.0164983097075	-1.7289025453	1.3321513974
YML123C	1468.28069854	-4.55862319516	0.26851683621	-16.9770479181	1.21442936109e-64	2.91584489598e-61	-4.55862319516	3.16680908976
YML126C	736.442183212	1.16441485031	0.236963520733	4.91389918036	8.92826746418e-07	4.41995261474e-05	1.16441485031	2.86713865682
YML128C	13.6420522944	-2.01267546714	0.581967347186	-3.45839930174	0.000543395364013	0.00997666844975	-2.01267546714	1.13487970999
YML131W	59.8079869475	-1.94993010697	0.395931906767	-4.9249127783	8.43979913123e-07	4.2216578571e-05	-1.94993010697	1.77675918492
YMR006C	259.533565585	1.39260410005	0.297497987376	4.68105385294	2.85403947184e-06	0.000124591795853	1.39260410005	2.4141935333
YMR008C	117.846441795	1.36694855362	0.320744583	4.26179778574	2.02788901358e-05	0.000653551882093	1.36694855362	2.07131647416
YMR009W	25.9378967374	1.79879836268	0.507472499051	3.54462235106	0.000393175977078	0.00783415370095	1.79879836268	1.41393475693
